ln_nbr,fd_cde,kind_cde_ln,int_rate_note,int_rate_note_1st,pymt_typ_cde,dir_pymt_cde,dte_amortn_efctv,dstr_dclrd_cde,mrg_cntrl,docmt_typ_cde,dte_oblgn_ln,asstnc_typ_cde,ln_amt_oblgn,begng_frmr_rnchr_cde,colltl_cde,cpn_procg_dte,case_nbr_chng_cde,pymt_asstnc_meth_cde,int_rate_prev,int_rate_prev_redfnd
617468,9,9,6.0543,6.2785,8,6,2018-11-24,6,74,D,2019-03-16,805,306608.91,W,7,2020-01-26,5,0,13.0719,6.4098
735376,7,9,9.2189,15.6998,2,6,2018-04-02,3,78,A,2021-03-10,225,219390.6,R,1,2014-02-03,2,0,14.237,5.3209
777565,6,8,4.3459,16.6621,5,5,2014-09-08,8,60,E,2015-05-27,804,420771.2,W,8,2016-06-11,6,2,12.0959,18.6198
316639,0,4,12.3706,13.4088,5,8,2020-06-16,8,30,C,2014-09-02,352,198964.89,R,6,2014-05-12,6,6,9.2141,16.7802
192685,0,6,4.0985,10.1413,8,0,2010-04-23,9,68,G,2012-06-17,555,139665.35,F,1,2018-10-30,2,6,9.4962,5.4877
233790,4,7,12.7993,17.1577,9,1,2015-04-19,7,50,F,2020-11-24,305,423670.44,F,3,2016-04-27,2,1,13.3751,6.3241
738246,6,9,8.0437,15.7993,5,4,2020-01-13,9,75,D,2017-11-14,546,139181.5,R,8,2015-11-07,2,1,13.8572,14.4773
759752,0,5,1.9621,10.7561,9,6,2015-01-09,5,84,G,2013-11-20,590,443345.24,R,8,2021-04-08,6,8,11.6168,15.325
500883,5,7,4.2788,13.5201,1,7,2018-07-21,4,44,G,2017-05-07,611,214280.23,O,3,2013-01-18,0,0,12.5544,7.324
839631,9,7,3.3489,14.6757,5,8,2016-06-14,5,38,G,2012-11-12,905,15272.95,O,6,2022-08-21,7,1,8.4762,18.6571
227083,8,2,11.6196,17.3399,9,2,2018-05-02,2,75,E,2017-01-10,324,282934.35,W,9,2014-03-11,8,8,5.9145,13.8399
146564,5,8,12.916,6.4014,5,9,2016-04-04,2,76,F,2020-05-23,729,165546.12,F,7,2017-12-05,6,0,7.4102,14.2399
717020,2,9,3.4977,12.0688,8,5,2013-01-19,6,54,A,2018-03-28,246,152377.16,R,5,2012-10-02,5,5,13.3126,15.9897
239359,7,3,2.8017,16.0782,1,9,2018-01-02,9,20,A,2013-05-30,215,171562.4,R,7,2016-04-21,8,4,7.8899,13.2924
117492,8,2,13.8992,6.3025,7,0,2015-02-24,6,15,D,2011-11-24,259,229264.66,R,1,2016-10-19,7,9,5.5352,15.1309
303870,2,7,5.7379,14.0413,6,4,2011-09-21,5,54,F,2011-10-17,346,453909.83,F,3,2019-07-08,0,2,14.7662,6.5351
558915,0,6,1.6632,14.8171,5,0,2012-07-08,7,37,E,2013-04-27,626,156477.76,R,8,2013-04-08,4,2,11.7903,13.0344
581302,3,9,4.5996,13.5209,7,0,2016-03-18,4,61,E,2016-03-20,449,104083.07,O,6,2012-09-19,3,2,11.9404,11.9474
744404,8,5,8.4307,14.9037,4,6,2012-04-22,2,67,G,2020-05-11,905,425465.49,R,7,2014-04-14,1,2,13.0529,12.6763
174521,8,2,11.6299,12.2178,8,3,2017-04-13,1,79,F,2013-04-07,610,229990.96,W,9,2014-11-15,5,8,12.8868,13.6453
171889,6,5,10.0652,16.3424,2,9,2012-07-26,6,74,D,2011-11-26,828,458427.98,W,8,2016-03-23,6,5,7.4959,11.5207
865649,9,0,14.4235,15.052,7,6,2014-03-13,6,12,B,2018-01-09,887,251440.46,R,4,2013-11-08,7,5,8.7981,10.9107
297274,2,3,1.0425,12.6685,3,3,2010-03-10,9,70,D,2013-04-22,210,367657.03,O,4,2021-03-27,5,1,8.737,10.6227
532399,4,7,11.5532,11.259,8,7,2020-09-16,6,81,E,2016-11-01,206,27089.95,W,5,2015-08-21,4,6,10.3498,13.5115
647822,3,5,12.5181,17.7612,2,7,2013-10-14,7,29,A,2013-03-07,728,27117.14,F,4,2021-01-07,0,3,7.6261,16.2742
285247,3,3,3.9972,16.7234,1,3,2011-05-16,7,69,B,2020-02-29,590,65043.22,F,6,2013-02-17,0,7,14.0656,12.2438
147784,9,1,1.9036,6.1152,7,5,2010-01-17,4,68,D,2011-09-10,429,177803.96,W,6,2014-06-07,0,5,14.0863,12.7287
123934,5,6,13.0266,13.0932,1,2,2012-05-07,9,57,G,2014-09-15,337,200205.69,W,3,2014-06-16,9,6,11.8397,16.4295
252143,5,4,9.9158,15.6359,5,3,2016-09-10,2,37,E,2016-04-16,351,358521.45,F,8,2021-07-16,5,5,14.4246,12.6666
259381,3,6,8.3968,7.2777,1,9,2012-12-21,5,41,C,2018-02-23,589,450602.88,O,8,2018-01-30,8,2,6.4041,15.216
544059,6,4,7.7324,13.7958,8,7,2010-05-11,5,29,D,2016-07-30,438,325305.65,F,9,2019-08-25,2,8,5.8713,12.1931
587279,5,8,2.149,9.6542,2,7,2014-03-18,4,56,F,2015-06-04,734,176499.05,F,4,2017-02-03,1,8,5.6927,5.0686
190709,8,8,7.9999,17.4759,3,8,2014-01-29,4,22,G,2019-09-23,911,137208.9,R,4,2017-04-27,3,5,14.901,17.6821
539196,0,8,9.057,16.2601,5,4,2019-03-14,6,29,B,2016-03-04,730,288390.71,R,6,2022-08-04,5,4,12.6678,14.364
635555,8,4,10.8891,13.9885,8,5,2020-05-11,2,44,C,2014-09-24,193,64941.44,R,3,2015-03-05,3,1,11.7757,12.5749
637064,6,7,6.7767,17.0398,2,8,2010-10-20,8,79,F,2019-12-13,710,465266.45,R,7,2012-02-27,7,7,7.3249,7.9995
755147,3,3,1.9098,12.7789,5,9,2012-03-19,4,82,A,2015-04-16,400,404086.88,W,7,2020-08-24,8,8,12.6222,8.0442
646561,8,2,4.2205,9.9351,3,7,2011-02-08,5,72,D,2016-01-08,677,60252.04,W,7,2013-03-19,9,7,7.3896,15.317
806212,1,3,4.1302,13.4695,8,2,2012-10-29,4,82,E,2015-03-28,319,15862.53,W,8,2020-10-12,1,5,8.8494,13.8194
842398,2,9,1.0037,12.1907,7,4,2018-11-30,3,35,F,2017-06-18,307,27511.66,R,4,2021-07-05,1,6,13.4531,13.1099
191681,9,7,14.0635,11.8263,2,3,2017-06-02,9,33,B,2020-11-04,846,319191.29,O,5,2021-02-22,3,3,9.6079,16.2773
775843,3,2,13.2024,11.2466,9,0,2019-07-15,2,76,D,2014-09-28,538,377208.63,W,3,2012-11-08,5,9,6.3179,6.0872
791099,1,0,4.8562,5.169,3,5,2015-11-18,7,89,G,2021-08-25,139,413622.21,R,4,2017-10-27,9,3,7.6871,14.2261
734580,8,0,8.4287,9.2212,8,0,2018-08-01,6,26,D,2016-01-28,519,143854.0,F,1,2020-08-12,0,6,11.5182,8.591
661455,0,0,11.8382,15.5671,5,9,2015-07-21,1,56,C,2021-08-14,379,103137.4,F,5,2018-01-12,0,0,8.5685,5.2469
316822,3,2,11.776,17.922,5,5,2017-11-18,1,82,E,2013-01-29,709,106540.72,F,5,2017-08-11,5,4,9.3544,5.1222
390734,3,5,14.2152,10.5998,3,6,2016-03-06,9,79,D,2013-08-16,111,147563.59,O,6,2018-12-25,2,7,6.8392,17.099
725813,4,9,10.8928,8.0731,3,0,2010-04-09,2,21,G,2017-02-13,620,215969.62,F,2,2016-04-02,8,6,13.9069,6.5151
532661,0,8,11.713,13.5863,4,2,2017-11-15,2,10,A,2012-07-18,733,342326.98,O,8,2022-08-10,6,8,10.8992,7.1299
230197,8,7,12.0832,11.8639,1,4,2012-02-19,7,33,G,2011-09-21,491,368729.08,R,2,2015-05-10,0,6,14.9929,14.4196
332519,1,6,1.544,14.0025,4,7,2015-10-13,3,34,E,2018-03-09,510,485439.9,W,2,2018-04-12,6,2,9.615,18.9031
395870,3,9,1.6214,8.2114,8,9,2017-04-27,1,87,F,2015-01-12,423,358398.73,F,3,2021-09-06,4,0,12.3201,11.9529
541435,2,4,2.5351,16.8533,9,0,2011-05-29,8,62,G,2013-09-03,102,107407.55,F,5,2018-09-08,2,9,6.7338,6.4299
794751,2,2,7.2977,14.5162,1,4,2010-01-20,6,45,C,2019-10-24,194,38258.11,R,3,2015-10-04,1,6,14.3702,14.3888
702897,1,1,5.9853,16.4734,7,3,2014-12-20,9,81,C,2018-08-05,862,223538.85,W,3,2017-06-06,4,9,5.1787,12.6171
632664,6,8,7.0708,14.8757,9,6,2017-12-02,7,89,B,2012-10-20,533,344342.42,F,4,2013-10-16,0,3,10.46,5.9401
566372,0,3,1.2995,11.7722,8,7,2019-05-24,4,51,A,2018-10-18,170,461641.47,R,9,2012-10-29,8,4,9.9008,9.8131
191441,5,8,7.5748,13.3652,5,3,2016-07-08,3,49,A,2016-08-03,926,420032.26,R,2,2015-12-26,8,7,9.5668,18.5651
715879,1,7,10.3743,9.148,5,2,2015-05-18,7,13,E,2013-07-07,271,12623.85,W,9,2015-03-12,4,6,6.3123,12.0545
636098,0,7,13.1218,8.9039,2,7,2014-06-19,7,43,E,2014-02-10,301,354325.17,O,6,2016-05-05,5,0,14.212,7.1814
180861,8,8,1.3279,7.3888,2,0,2012-10-09,9,20,C,2011-09-26,461,15613.45,R,1,2021-09-01,5,3,9.0112,10.3943
670461,3,7,5.8753,8.671,7,2,2013-04-29,9,61,C,2020-01-19,841,88104.38,F,8,2013-03-17,6,9,14.9662,14.9568
370034,3,8,5.7815,8.1118,2,5,2012-07-05,9,69,G,2018-01-03,683,38822.73,R,9,2013-03-01,1,0,8.2353,7.2605
383124,6,7,11.4392,6.4133,2,3,2014-05-03,1,67,E,2019-06-15,865,494390.29,F,7,2019-10-09,3,4,9.6093,14.3892
861767,9,6,5.1328,17.0958,9,3,2015-01-16,3,10,C,2018-04-08,281,465332.01,R,7,2015-11-13,3,0,11.6009,7.5195
791201,0,5,12.8906,9.1591,1,6,2014-01-25,5,42,E,2019-12-05,230,358310.51,O,7,2018-03-18,8,4,9.209,7.8219
262267,6,7,11.144,17.1767,5,3,2019-04-14,8,15,F,2015-08-13,451,60419.23,F,9,2015-10-19,4,1,10.5854,9.0509
265886,8,1,7.7435,6.8891,4,1,2011-01-12,2,57,G,2013-07-28,617,405954.33,F,6,2020-05-28,7,6,12.1753,12.26
370304,7,0,5.726,10.3758,2,2,2010-03-02,5,19,C,2019-12-01,536,173068.83,F,3,2016-08-29,5,6,6.1251,13.6771
567638,7,0,3.5628,7.9849,9,8,2010-02-06,1,73,G,2012-04-05,214,353297.76,R,4,2018-03-01,1,7,7.1444,9.2323
583199,2,2,4.9259,5.3169,9,0,2020-01-24,4,26,G,2020-09-21,893,405832.84,F,8,2019-01-29,7,2,12.0506,6.2824
226821,1,9,3.4408,11.6013,1,8,2016-08-27,7,56,B,2012-05-20,262,394061.39,F,1,2019-06-10,8,8,6.9595,17.5044
499135,2,2,13.4526,11.8556,2,0,2020-03-09,4,65,A,2011-10-09,192,446490.88,O,4,2016-11-07,7,6,8.3043,11.1056
702244,9,5,4.4696,12.7331,6,5,2019-04-25,2,21,F,2021-02-21,126,231809.88,W,9,2013-12-19,1,4,5.1426,18.416
572240,3,4,6.3549,14.9826,8,6,2012-07-27,1,86,F,2018-03-25,824,248898.51,W,2,2020-01-20,5,6,6.8915,11.1539
164731,1,8,12.1739,7.499,8,4,2015-03-05,7,48,C,2016-07-15,828,295728.15,O,8,2013-06-10,3,1,14.0697,10.8589
801235,3,7,7.6755,16.3278,7,5,2014-05-10,4,54,A,2012-11-04,492,154991.55,W,5,2022-03-10,2,0,11.8325,11.1805
529757,5,4,10.4005,11.8139,7,0,2015-03-03,5,31,B,2019-09-22,557,129032.43,O,8,2019-04-01,3,9,13.6831,16.1724
750839,2,6,8.4724,8.0595,7,2,2014-11-30,6,52,A,2019-06-24,664,276697.22,W,5,2013-06-13,3,6,13.6643,12.1584
606750,3,9,5.8456,6.7088,1,7,2015-08-17,8,16,D,2013-03-31,487,18027.66,R,1,2018-03-21,5,6,7.2352,10.8356
805499,4,2,4.232,6.2912,9,9,2011-02-23,2,63,B,2014-02-04,737,154183.98,O,6,2019-05-03,1,0,10.1914,17.1728
203541,4,0,6.2441,13.3719,2,8,2020-10-02,5,29,G,2020-08-03,827,10159.27,R,7,2015-07-04,1,6,6.5913,16.6853
476961,0,4,14.2661,13.8228,6,2,2012-04-28,3,24,F,2016-09-12,554,380739.9,W,5,2015-08-30,7,2,12.1002,5.059
826034,2,0,8.7956,7.7903,5,6,2015-02-11,7,24,C,2011-05-14,758,417517.01,F,3,2015-10-06,8,2,9.9693,14.8855
731825,0,5,7.89,13.7655,1,4,2019-06-12,8,25,F,2017-11-25,455,62618.51,F,3,2017-02-22,5,4,7.2145,10.5123
720963,9,1,4.8071,9.2483,1,3,2020-03-27,7,59,E,2015-03-24,559,204326.5,R,8,2014-11-29,0,9,13.0457,8.5329
577045,2,8,13.4484,10.2956,4,4,2016-10-09,1,37,E,2020-11-04,149,407823.88,O,7,2016-04-08,4,3,11.5334,11.1428
236746,3,1,14.3191,13.8873,8,9,2012-04-01,4,90,B,2020-10-29,362,408413.13,R,8,2021-01-23,8,8,12.8507,13.9319
317639,8,6,6.7612,6.2277,7,4,2010-10-29,3,89,G,2011-09-09,338,268155.9,O,9,2020-10-01,3,2,6.1772,15.0153
156518,2,9,6.4921,10.9297,4,5,2013-03-11,4,20,C,2014-01-25,613,438803.0,R,4,2012-12-13,3,2,12.4433,8.2872
245936,7,5,9.8785,13.3475,4,3,2017-04-02,3,66,E,2011-10-26,239,235761.71,R,4,2013-03-09,2,2,7.6226,7.6097
637284,5,3,6.7502,7.1529,5,4,2011-07-24,7,38,G,2012-07-09,335,63229.83,F,5,2018-05-22,7,1,10.3697,17.2278
880300,1,8,8.2004,15.7732,2,2,2015-10-27,6,66,G,2013-05-22,607,103066.92,R,3,2015-10-10,9,5,6.0096,15.9363
715894,7,1,7.8944,13.2286,4,5,2014-01-12,2,50,F,2011-10-02,282,220277.74,F,5,2022-02-15,9,3,10.1242,9.8784
886389,1,7,9.6827,13.2942,1,1,2016-01-18,3,71,C,2019-08-24,726,423508.08,F,2,2018-05-13,9,5,12.3234,10.8254
433515,4,2,1.189,7.1269,8,2,2020-08-01,8,38,B,2020-03-16,407,481544.74,O,9,2017-01-13,5,2,8.7095,6.6434
753549,2,6,14.9288,6.6262,2,8,2012-02-28,9,46,B,2016-03-10,788,56859.29,O,4,2017-02-01,0,6,14.6424,5.3216
556674,9,6,11.4929,6.0838,9,5,2015-01-08,6,86,B,2017-10-25,327,157683.7,R,9,2017-11-04,3,5,8.3216,15.2341
445977,2,4,3.455,7.174,5,1,2018-06-14,9,77,E,2011-06-01,810,409841.01,F,1,2013-05-14,3,0,8.7641,16.3729
823718,5,4,4.7475,9.8314,4,6,2012-01-03,3,33,E,2013-03-11,630,276422.6,F,5,2020-02-05,3,6,8.9511,14.615
718629,2,9,2.933,6.2801,5,6,2012-02-28,2,22,A,2016-04-27,452,327486.76,R,1,2017-07-24,8,5,11.158,6.514
880544,0,2,12.272,8.0122,7,9,2016-01-23,7,53,G,2013-01-14,603,370025.58,R,2,2020-10-21,2,6,7.0793,14.9743
218697,7,1,14.2806,5.2464,5,5,2012-02-23,1,15,B,2016-01-20,572,281892.53,F,1,2022-09-19,4,8,10.6511,15.0999
640221,2,7,13.6211,11.4279,5,9,2010-03-21,4,44,E,2019-05-04,163,372587.65,O,7,2014-01-19,2,8,12.6138,18.5492
113458,2,6,13.5206,5.3737,1,6,2016-09-30,2,73,F,2018-11-24,621,383177.6,O,9,2021-03-04,0,9,12.1464,6.8899
404212,3,9,9.5805,17.9647,1,7,2011-11-06,7,88,F,2013-09-25,422,327623.46,F,1,2013-05-28,1,5,11.243,9.4265
792486,4,4,13.4111,13.3974,8,7,2014-08-02,6,59,C,2016-03-17,546,220161.86,O,6,2017-08-08,1,3,10.1816,10.0608
387899,6,9,10.3155,13.6359,9,9,2014-07-28,2,32,E,2017-01-04,771,398269.63,W,4,2021-07-10,3,2,13.3469,17.9611
790587,3,5,2.644,17.2027,3,8,2011-01-20,8,88,C,2015-03-23,528,44239.59,W,1,2017-06-12,1,7,7.7762,6.1825
536748,9,0,7.9818,9.1463,7,0,2016-11-04,1,66,G,2018-10-13,910,221091.72,O,8,2013-05-27,3,4,6.6875,9.0169
687745,1,4,1.3884,11.9697,6,7,2017-06-29,1,39,D,2017-09-13,294,39191.31,R,2,2012-02-08,4,6,13.9206,6.1895
558243,2,1,4.76,8.8285,7,0,2015-03-16,3,16,G,2012-04-13,822,400022.62,W,6,2016-07-08,7,5,5.4832,17.3681
891646,2,8,13.3805,12.4735,8,4,2020-03-18,8,29,A,2020-09-15,796,188444.14,F,1,2015-11-18,2,7,7.3495,6.861
526766,5,8,14.8035,15.2342,7,1,2019-07-30,1,59,C,2012-10-28,718,441859.55,R,8,2014-01-20,2,4,8.7612,5.3238
180644,6,2,10.5777,17.9446,2,8,2018-03-25,2,30,C,2013-08-28,126,349826.34,O,1,2018-11-16,3,5,11.7313,16.4257
291670,6,0,6.6028,10.4835,9,0,2010-01-29,3,21,C,2019-07-15,451,249815.98,R,7,2020-02-03,5,1,6.4665,5.9106
244544,9,6,14.5118,5.1361,5,5,2010-10-07,6,14,F,2018-01-22,308,279072.32,R,2,2016-09-23,9,3,11.8269,10.7741
177315,9,7,11.5344,10.7884,4,6,2010-02-20,1,52,E,2014-01-29,573,43796.71,F,7,2022-09-13,8,6,10.1671,7.1291
765522,9,0,4.7181,8.4732,5,0,2020-08-20,6,50,C,2014-09-23,136,385758.83,R,4,2013-02-13,8,0,8.5281,18.8748
597899,4,5,3.7359,15.9974,9,2,2016-11-23,6,49,G,2018-03-29,710,127312.08,R,3,2014-12-28,3,0,13.8051,10.1302
249978,9,5,10.6733,8.4192,4,1,2010-02-04,2,29,G,2015-12-29,630,183998.98,F,3,2012-11-10,1,3,6.5727,7.2013
788673,7,6,13.8535,11.6685,3,6,2014-03-14,8,32,G,2018-03-22,480,490149.31,F,6,2018-12-18,0,3,12.9442,18.8245
867527,6,2,5.2293,14.771,2,3,2014-06-17,7,19,G,2016-09-08,434,342272.98,F,1,2016-01-02,1,0,12.562,16.107
492615,7,4,6.7252,15.0605,7,2,2016-10-28,1,66,B,2021-01-01,400,36899.97,O,3,2014-12-13,8,9,14.5226,12.3522
148958,8,2,11.5096,9.9121,3,6,2020-07-30,9,10,B,2021-05-18,469,153313.54,O,8,2019-04-21,6,8,11.2806,5.863
659216,1,1,10.3254,6.0014,8,7,2013-04-12,3,68,E,2016-07-17,812,338777.13,O,9,2019-08-17,7,9,8.3071,6.8171
606986,2,7,6.3959,5.0606,7,7,2012-10-17,3,35,A,2015-03-16,158,292665.57,F,9,2020-03-12,4,6,5.5628,17.9455
472034,0,8,4.971,17.0042,5,3,2015-12-10,4,90,E,2015-09-25,332,449386.63,W,5,2012-02-04,9,7,12.0019,13.1585
263453,6,9,11.2549,13.6263,5,7,2012-12-09,2,78,G,2017-11-13,930,142452.05,O,9,2017-07-17,8,6,6.0047,11.0031
239090,8,1,5.1925,17.0623,7,1,2013-08-01,9,16,D,2016-07-25,212,412743.54,R,1,2016-12-02,9,6,8.8976,5.1061
314049,2,9,4.4009,13.8053,6,7,2011-04-02,4,23,F,2020-05-23,444,307910.36,R,6,2014-01-02,1,8,13.1153,12.8267
302437,1,3,13.7462,12.0596,8,6,2011-07-03,8,24,G,2017-10-25,574,136404.88,W,6,2020-07-15,1,1,7.3605,18.2417
810983,0,3,9.4647,5.4903,6,7,2018-05-31,9,81,B,2020-09-29,217,371744.63,W,7,2020-01-10,2,0,14.7427,14.2256
348453,6,5,5.784,8.2725,7,4,2020-02-25,3,34,E,2018-07-18,275,50675.23,O,8,2017-09-15,5,3,10.1651,9.6028
886146,1,9,5.0051,8.7986,7,4,2017-05-17,6,36,E,2018-07-08,350,358578.72,F,8,2017-11-28,5,8,14.34,17.9412
783134,7,2,7.4189,10.5158,2,7,2011-11-08,7,32,C,2018-08-19,724,242304.12,F,3,2014-06-16,8,7,7.1654,17.8911
770566,5,8,2.7386,15.0665,7,5,2010-12-12,9,74,B,2018-11-17,554,144149.51,W,1,2022-12-17,9,4,10.729,14.4958
129560,7,2,3.2309,9.184,1,2,2019-10-23,4,84,A,2014-05-28,261,353531.83,R,9,2017-07-08,9,3,5.6437,8.3812
658056,6,4,13.0947,13.7493,5,5,2015-04-30,3,30,B,2013-11-20,816,320596.9,O,2,2021-11-01,0,2,5.0761,13.3834
768371,0,2,11.5207,11.7757,9,0,2015-04-11,8,18,A,2019-10-23,711,343531.97,F,3,2013-03-13,4,8,14.1287,17.0021
185191,9,1,3.4971,16.9865,3,9,2014-03-15,2,45,A,2011-03-03,181,140670.04,F,3,2018-04-03,4,3,12.0691,5.3841
894072,3,1,12.3096,5.3835,6,2,2011-05-22,6,35,B,2014-05-26,511,105555.53,F,3,2013-04-25,3,5,13.0813,18.2075
486843,3,4,6.6246,7.3526,8,6,2019-02-04,3,56,D,2021-09-23,652,144645.04,W,8,2017-01-24,2,5,5.2849,16.5907
331671,2,7,11.9362,9.5671,4,6,2020-05-26,1,74,A,2012-06-06,138,250151.7,W,4,2013-03-10,3,4,8.4655,7.8253
324446,7,4,3.9115,9.0793,5,9,2018-04-09,4,32,D,2019-11-16,588,108047.19,W,1,2014-10-21,2,2,7.5805,16.3866
689691,1,5,1.6435,12.2313,3,7,2016-03-20,5,13,D,2019-12-31,683,98198.84,R,6,2016-06-27,0,2,11.9398,10.7204
648141,6,6,14.9129,8.7426,9,8,2020-12-14,1,76,D,2018-05-30,911,373772.64,W,4,2020-08-10,8,8,14.7948,12.4331
142793,2,0,10.3055,17.7955,1,5,2018-01-16,2,38,D,2021-09-28,467,111938.29,O,5,2016-01-01,9,2,13.9712,18.7171
730014,5,0,4.4124,7.3105,5,8,2019-03-21,4,55,B,2011-10-15,937,321196.14,O,4,2018-02-10,3,2,8.6623,18.0431
261779,7,2,7.3585,7.3893,4,9,2020-06-19,8,75,A,2018-07-18,355,146329.49,W,9,2017-01-20,1,6,11.6037,11.2898
872735,5,1,6.323,10.3377,1,8,2012-06-19,7,30,A,2011-05-22,866,146087.86,W,5,2022-04-07,9,6,13.9238,15.9359
882694,7,4,14.6504,14.3584,5,2,2012-09-13,1,13,A,2012-08-09,193,389183.47,F,2,2015-09-02,6,0,6.5457,17.6544
259662,1,3,8.1244,6.5174,5,6,2013-08-12,8,75,E,2020-12-13,602,25887.26,R,2,2020-08-13,9,4,10.0386,8.1057
732769,3,3,2.1067,12.1001,5,2,2018-01-09,7,12,A,2018-02-04,377,367023.71,O,8,2017-10-20,8,2,8.2395,16.8543
159320,5,7,3.4375,16.3901,1,0,2019-07-16,2,57,C,2015-10-29,833,212245.25,W,8,2017-08-10,2,4,14.3298,18.531
806346,1,8,9.4443,12.7908,7,1,2020-11-27,4,67,E,2012-11-25,423,180748.16,R,6,2017-01-08,3,6,5.0861,14.4494
775076,4,2,8.4488,15.9469,6,5,2017-08-27,5,52,A,2015-11-25,570,427971.03,W,9,2015-05-18,6,6,8.912,9.4552
289638,9,5,13.4719,10.4856,2,6,2019-02-09,5,53,B,2015-03-31,113,239606.89,W,7,2012-12-29,6,3,5.4931,8.0429
255324,1,0,4.8389,15.5803,4,2,2017-02-21,4,78,A,2013-03-21,154,246586.98,R,4,2019-04-20,6,9,10.1025,12.3811
144951,2,1,3.7117,11.3998,8,8,2014-07-03,3,70,F,2017-11-19,255,421797.02,W,5,2012-08-03,4,7,6.0947,17.4801
172226,7,8,10.6918,5.1093,7,5,2010-07-13,7,47,E,2014-07-10,900,138758.7,R,2,2016-06-18,6,9,6.4124,7.3001
625539,6,0,6.5711,5.0739,1,7,2020-07-14,4,83,C,2011-07-02,194,497071.08,O,9,2018-06-24,6,9,7.4398,10.0179
414919,4,5,7.0248,13.3089,3,0,2012-01-29,7,15,F,2012-12-12,621,408336.91,R,4,2019-04-24,0,4,12.9645,18.5406
768420,7,8,7.1599,5.0812,7,4,2020-12-09,7,64,A,2016-03-29,263,11161.53,R,3,2019-02-02,2,2,8.9754,8.2902
362163,5,3,12.0506,9.2473,8,8,2019-11-05,9,65,C,2014-10-07,489,229140.03,O,5,2016-09-25,9,0,13.2056,10.3172
395684,9,0,5.5877,16.7846,9,0,2013-08-27,7,71,A,2011-01-13,553,412135.94,R,9,2014-02-13,7,2,6.5166,5.7538
213395,3,8,7.7173,10.1216,3,4,2010-02-16,7,24,B,2020-11-15,857,55329.63,W,1,2018-02-15,8,0,12.5165,12.7207
405576,9,2,5.9759,9.5965,5,1,2018-01-17,3,14,C,2012-06-04,930,337736.54,W,8,2012-08-29,3,1,7.8036,8.4921
691746,1,5,13.6948,16.378,9,5,2014-05-18,1,58,F,2017-11-01,568,467289.05,W,8,2015-01-30,4,9,7.8126,17.5297
495264,2,5,2.0763,13.4381,1,8,2014-08-17,6,20,F,2012-09-30,428,85221.77,O,4,2015-02-04,4,8,6.9165,17.5192
262735,2,9,8.6325,6.5453,7,0,2020-06-17,7,32,A,2012-10-04,693,281959.6,W,7,2022-09-18,9,7,14.3247,8.9095
284445,5,2,6.6219,9.2243,7,9,2015-04-22,3,76,B,2021-05-20,584,224139.17,W,2,2012-05-30,1,6,9.9557,11.8863
616459,8,8,10.0619,15.0915,4,4,2015-02-13,3,11,F,2015-05-29,454,85436.37,W,7,2021-10-04,6,9,11.254,5.5865
220991,8,1,12.1306,14.8576,1,9,2020-08-25,2,17,C,2017-09-19,474,173970.05,W,5,2022-05-05,1,0,10.8823,5.1019
684882,1,7,2.4476,17.9198,3,6,2016-08-12,6,81,G,2019-06-22,846,133546.47,F,5,2012-08-26,6,2,13.5622,15.3743
491414,4,8,6.8002,7.7709,6,0,2017-03-18,7,19,B,2021-07-31,605,302616.62,R,9,2015-12-27,0,9,13.6585,5.9043
756785,1,5,12.6886,5.7264,9,1,2017-03-23,9,81,B,2014-11-26,178,491596.88,W,3,2019-05-03,5,6,6.011,13.296
697530,8,3,1.2605,14.1179,1,0,2014-02-15,2,14,C,2021-09-03,824,246509.13,W,7,2018-06-19,5,9,11.729,14.0628
378920,0,7,10.9516,13.4199,6,2,2011-08-17,6,23,E,2011-05-04,124,112833.7,W,6,2013-07-12,4,3,10.681,11.7521
123948,2,7,13.4831,17.0049,1,0,2010-10-21,1,81,B,2014-03-14,457,38298.04,O,6,2019-11-16,3,6,11.6507,15.7129
620305,5,8,8.9084,17.1178,8,4,2010-10-20,8,63,F,2011-03-21,676,282533.49,F,1,2022-06-04,5,9,7.5842,5.4096
221877,9,8,6.0386,14.613,7,2,2020-09-19,6,90,E,2021-08-21,572,225755.71,F,7,2019-03-12,9,8,6.6152,7.5535
396687,5,8,7.0072,11.9361,8,3,2011-04-27,2,85,G,2019-10-28,371,474036.53,R,1,2014-07-16,4,4,14.9245,17.1358
217307,2,8,9.6454,7.9816,7,8,2015-03-17,8,56,F,2021-10-15,422,121281.46,W,3,2022-10-04,6,7,5.0161,11.3627
894726,4,6,3.5018,10.7594,4,7,2017-03-17,1,10,C,2021-10-14,143,292796.52,O,5,2014-05-08,5,3,8.8833,18.4992
429754,6,5,14.7876,10.6361,1,4,2010-04-30,4,17,A,2012-09-25,715,43107.57,R,8,2017-05-04,0,2,5.4449,18.7667
757929,6,1,10.2016,14.8916,4,5,2010-03-14,6,39,B,2017-09-03,857,226795.93,F,9,2013-12-17,3,6,9.6189,8.914
132759,4,2,9.2489,14.7431,8,2,2013-01-16,9,38,G,2012-02-05,872,467404.88,O,5,2014-04-03,0,0,6.4843,10.9688
435307,9,1,11.5341,14.254,9,1,2014-01-05,3,62,C,2012-06-08,486,100380.9,R,5,2012-02-19,5,0,6.6903,14.3713
