INT-RATE-BORR,INT-RATE-BORR-1ST,APPLTN-CDE,FULLY-PD-CDE,FULLY-MTURD-CDE,ADVNC-UNCLSD-CDE,ACT-COLLCTN-ONLY-CDE,ASSOC-TYP-NOTE-CDE,PURCH-CDE,NBR-PYMTS-AMORTN,INSTLMTS-INT-ONLY-CNT,SALE-STAT-CDE,FIXD-PRD-INIT-LGTH,MORT-HLDR-CDE,YR-LN-CLSD,DTE-LN-SLD-OR-PLDGD,FMHA-DIR-TO-INSRD-CDE,DTE-CLSG,DTE-LN-EXPRTN,LN-AMT,RECVRBL-CST-CHGS,PRIN-CR-LN,INT-CR-LN,INT-FCL-LN,SCHED-STAT,PYMT-EXTRA-AMT-CUM,CR-NON-CSH-APPLTN-TYP-CDE,CR-NON-CSH-LST-AMT-APPLD,DTE-LST-NON-CSH-CR,DTE-LST-CSH-CR,DTE-NEXT-INSTLMT-DUE,INSTLMT-DUE-NEXT-AMT,INSTLMT-NEXT-TYP-CDE,MTURD-CDE-DIR-RE,DTE-INSTLMT-DUE,INSTLMT-DUE-AMT,INSTLMT-TYP-CDE,SUSP-CDE-LN,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-CHNG,LN-NBR-OLD,INT-ASSTNC-CDE,WRTF-CDE
4.3126,8.7715,1,1,2,0,1,1,V,027,2,1,17,73,20,2017-02-11,1,2011-02-16,2048-06-29,645874.44,46623.63,45078.05,38845.98,32998.66,27791.4,33989.91,Q,31495.61,2018-12-14,2013-09-28,2015-02-09,3645.8,4,6,2022-07-23,3332.33,Q,5,2020-05-01,29,08,2,R
13.4366,1.094,2,1,2,3,0,1,C,277,2,1,21,61,20,2011-06-13,1,2014-03-27,2046-10-01,2608461.93,24800.5,20364.45,23669.28,34367.54,27873.03,54737.07,H,62596.88,2014-05-24,2017-05-26,2014-04-05,2110.77,4,5,2016-04-23,3044.07,M,6,2012-07-13,37,58,2,V
11.2505,12.9336,1,1,1,1,1,1,S,297,4,4,40,63,20,2015-06-06,0,2021-09-09,2044-09-27,3425939.8,27047.94,28066.75,20826.96,38086.46,24867.23,23454.92,Z,63345.26,2016-08-08,2013-04-27,2019-10-02,3186.09,4,5,2021-07-09,2447.78,M,9,2014-12-14,39,49,3,E
12.2346,9.5373,1,1,0,0,1,0,T,058,2,3,44,66,20,2014-12-19,1,2016-04-21,2044-01-27,2660914.94,30527.95,44890.31,27645.58,15704.67,31258.91,45753.08,O,60834.57,2017-12-20,2013-12-06,2016-03-16,1866.94,2,6,2014-02-06,3568.35,S,6,2020-10-11,38,26,5,Z
11.7414,3.0805,2,1,2,2,0,1,C,141,4,2,46,72,20,2020-08-22,1,2011-06-28,2048-11-14,4250296.3,35564.76,45622.53,38902.74,21914.29,41004.07,47727.09,K,79877.22,2016-03-17,2016-04-30,2013-02-26,1261.49,4,4,2017-03-10,2901.99,S,5,2011-05-12,21,89,2,G
14.4226,13.0824,1,1,0,0,1,0,D,030,1,3,35,74,20,2015-11-24,1,2011-05-01,2047-08-07,4773444.57,20094.01,36316.7,30346.06,22934.8,21379.82,22590.3,B,66212.17,2019-07-20,2019-11-19,2018-06-08,3586.21,2,5,2012-08-23,1811.74,A,7,2015-11-23,32,04,3,K
1.9429,5.67,2,0,2,1,1,0,D,063,2,4,18,64,20,2013-01-02,0,2017-02-12,2042-02-16,2684105.09,33493.23,40667.76,11156.96,39060.63,30077.02,50686.89,E,36635.05,2015-07-27,2014-09-23,2015-05-03,3776.67,4,7,2020-06-24,2855.71,M,7,2013-12-16,22,25,3,H
3.9331,6.9812,2,0,1,3,0,1,V,074,2,4,17,61,20,2015-06-26,0,2020-10-27,2047-10-29,2739376.87,21408.51,21033.25,36249.43,24339.81,27184.96,60027.14,W,53804.2,2016-01-01,2013-05-10,2013-11-17,1790.47,6,4,2014-03-21,2223.06,A,8,2011-03-24,35,63,1,Y
6.5013,3.3954,1,1,1,0,1,0,V,197,5,3,45,71,20,2020-09-07,1,2017-03-21,2047-01-30,3679196.03,34626.68,30740.66,27104.07,27470.18,42342.46,51737.53,X,51299.15,2014-11-18,2016-11-16,2014-11-01,1755.79,1,7,2012-04-09,1374.82,A,5,2012-09-04,28,43,2,S
1.0506,13.4051,2,1,1,1,1,0,V,118,3,4,48,64,20,2012-07-24,1,2013-06-26,2044-10-11,3573799.86,16124.63,48398.76,17517.34,10309.19,29824.96,54117.17,O,31261.57,2013-04-13,2015-07-22,2018-11-27,2086.38,1,5,2015-02-13,2439.19,S,8,2017-02-26,23,45,3,K
11.3874,12.196,1,0,2,1,0,1,C,042,4,2,21,60,20,2021-04-27,0,2014-10-18,2046-03-18,4206049.34,31790.21,23988.7,29680.0,19849.55,21035.1,34567.8,Q,59703.29,2015-09-25,2016-04-30,2015-06-07,2364.76,1,5,2018-05-23,1912.33,A,7,2014-09-25,26,93,5,K
14.0777,6.6121,2,0,1,3,1,0,C,121,3,3,33,71,20,2013-01-05,0,2018-09-29,2048-10-29,908024.65,16610.76,47219.52,25318.6,35238.3,20966.43,45162.64,V,52319.56,2015-04-27,2015-07-05,2013-09-11,3251.73,5,7,2014-01-14,2380.1,W,8,2012-12-30,27,46,2,K
1.6714,6.1285,2,1,0,2,0,0,D,249,6,4,18,77,20,2017-04-09,1,2019-01-23,2048-10-24,1287671.32,26190.22,31216.0,10272.13,27804.97,23889.39,36887.76,C,61472.12,2019-10-03,2019-06-29,2013-09-01,2678.48,6,6,2012-01-04,3370.35,Q,5,2018-08-09,21,45,3,U
9.2112,12.8678,2,1,1,3,0,1,U,081,4,1,37,75,20,2016-03-02,0,2020-10-14,2051-04-28,2610872.93,42851.86,40772.56,34361.86,12550.89,18754.65,48914.9,V,64499.88,2017-11-03,2013-09-30,2013-07-19,1215.72,5,4,2016-10-20,1912.96,S,8,2012-03-16,29,71,1,Q
4.7511,14.0901,2,1,1,1,1,1,S,253,1,4,49,79,20,2014-03-29,0,2021-04-05,2048-04-03,2258170.19,42352.35,41267.05,45471.59,31597.43,42607.25,42776.3,P,50046.42,2015-07-22,2019-04-12,2017-09-15,3714.16,5,6,2020-03-08,2468.47,S,8,2020-08-27,25,30,1,N
6.5203,11.9094,3,1,0,1,1,0,D,077,2,4,24,75,20,2012-09-20,0,2012-08-08,2042-11-09,2239623.17,10643.35,39722.81,13352.93,26205.83,10574.14,48486.83,N,71731.28,2017-01-06,2016-05-23,2015-04-27,1733.96,3,4,2021-04-08,3158.52,W,6,2013-03-20,25,31,4,N
14.2586,13.5555,1,1,1,2,1,0,D,167,1,1,10,77,20,2020-05-19,1,2019-09-01,2049-02-05,627666.63,27131.58,42451.71,22922.96,24442.17,41072.9,22124.69,E,84133.66,2014-04-03,2017-11-09,2015-06-01,1982.52,1,7,2012-09-11,2021.85,W,9,2014-04-16,26,15,5,W
11.5287,8.7709,3,1,1,3,0,1,T,210,2,2,14,78,20,2011-04-25,0,2011-11-05,2046-01-27,4422142.39,15086.76,43250.79,14972.42,34522.58,13366.91,66226.66,Z,32404.34,2015-10-30,2017-03-08,2017-12-18,2161.73,6,5,2012-08-08,2551.28,Q,7,2011-04-18,23,91,1,X
7.7568,5.7528,2,1,0,1,0,1,C,235,5,2,14,60,20,2017-05-21,0,2012-04-29,2051-11-21,4848068.01,13045.91,29235.47,11636.48,46270.84,23110.82,49588.16,J,48013.05,2016-09-01,2016-10-07,2016-06-26,1605.17,4,7,2021-08-12,1429.28,S,7,2013-01-13,31,19,1,U
4.7261,5.5554,2,0,1,0,1,1,V,033,5,3,18,79,20,2020-02-22,1,2016-02-14,2045-09-20,4412579.33,38966.76,37927.96,46824.54,31198.63,20898.57,26224.18,D,53814.7,2015-11-26,2018-11-16,2014-03-03,1403.23,3,4,2018-11-17,3766.5,M,8,2020-01-16,32,24,1,M
12.2057,7.2391,2,1,0,1,0,0,U,290,3,2,22,79,20,2019-03-06,0,2018-09-11,2042-05-28,463348.36,15935.05,33405.08,29852.28,11119.87,15937.97,20712.53,Q,87209.21,2019-08-03,2018-10-15,2019-04-12,3507.5,2,7,2022-05-20,2937.22,M,6,2017-03-20,28,15,3,S
3.6947,8.3876,2,1,0,3,0,0,U,288,5,3,45,60,20,2012-03-06,1,2019-05-01,2046-04-10,2683269.71,32703.14,22356.64,31357.07,21176.94,30062.26,47921.33,N,36849.51,2017-08-26,2017-06-21,2014-04-06,1517.67,2,4,2012-02-29,1059.3,A,5,2011-03-26,22,27,2,A
11.7847,12.8539,2,0,2,3,1,1,T,210,4,4,13,68,20,2015-02-01,1,2018-06-24,2043-04-14,2761348.66,22251.89,48878.51,40351.18,48454.38,44709.54,31766.27,N,60947.52,2015-12-15,2017-07-24,2016-11-03,2449.51,1,5,2018-12-04,3269.91,Q,7,2015-08-02,30,15,3,P
2.7989,6.3305,2,0,1,0,0,1,V,117,1,3,40,67,20,2011-09-10,0,2012-06-06,2046-08-29,3609687.44,35957.25,24968.01,14164.11,29592.63,28169.07,57274.27,M,60107.43,2014-04-20,2018-09-26,2019-10-01,2129.23,4,7,2012-05-29,1590.14,Q,7,2014-05-20,40,98,5,O
4.4668,12.8477,3,1,2,1,0,0,S,266,6,3,37,78,20,2014-11-05,1,2015-09-15,2049-11-08,4690163.26,13609.47,38582.99,12401.51,12089.49,25013.08,21569.79,A,35688.41,2014-11-05,2013-09-16,2015-02-20,3379.66,4,4,2016-02-09,1518.77,Q,8,2011-12-08,35,47,2,I
6.4618,1.8529,1,0,0,3,0,0,T,238,2,1,43,61,20,2015-12-07,1,2011-05-21,2050-07-01,4610053.27,36795.27,46911.41,30494.43,43312.21,45695.21,45074.81,N,48638.71,2016-06-17,2014-02-04,2015-01-17,3064.69,4,6,2021-12-16,3272.2,Q,8,2016-01-07,39,01,4,X
1.6054,7.5583,1,0,2,0,0,1,T,108,5,2,22,62,20,2019-01-13,1,2014-11-12,2045-05-11,322567.03,26394.96,32585.73,26056.83,42386.22,36021.47,46360.54,N,78039.4,2016-08-24,2016-11-15,2014-12-24,3937.3,5,6,2014-03-17,3703.45,Q,6,2012-09-11,20,14,4,R
1.5917,4.7206,1,1,0,0,0,1,U,090,6,4,23,79,20,2015-10-29,1,2016-12-11,2045-06-19,3074093.61,49219.85,49838.39,34284.86,48558.49,39893.16,42576.14,H,59498.03,2018-03-12,2016-05-15,2016-03-05,3764.8,1,7,2013-11-24,2411.73,M,7,2015-05-09,40,67,2,T
4.7849,11.6821,3,1,2,2,1,1,S,236,3,3,28,79,20,2012-02-13,0,2015-07-17,2048-06-03,779387.36,30835.09,19020.27,13690.69,38817.21,21515.97,57054.4,Q,72859.69,2018-08-28,2016-06-05,2013-10-15,2159.66,3,4,2021-02-20,2626.59,M,5,2018-01-21,21,89,5,K
9.8599,7.777,2,1,0,0,1,1,U,195,2,4,26,71,20,2014-01-29,0,2011-06-19,2042-10-29,4801783.52,42183.57,27249.71,17983.94,47708.76,47262.24,63287.31,W,73593.07,2018-11-29,2014-12-03,2017-02-21,2948.01,1,6,2013-06-20,3934.83,A,5,2010-01-15,20,76,3,U
1.4651,4.6778,1,1,1,3,1,0,V,193,1,3,27,73,20,2011-09-28,0,2012-05-31,2043-11-14,3836662.02,34667.41,12771.29,20605.62,20057.18,28535.43,65622.77,V,57887.91,2016-11-06,2014-05-27,2018-05-11,1470.87,1,7,2017-01-16,2361.03,A,8,2016-01-31,22,17,4,L
13.6742,14.5598,2,1,2,0,0,1,V,166,1,3,36,62,20,2013-06-04,0,2013-03-19,2051-07-24,573904.32,35807.66,45593.54,40104.72,47344.79,39995.14,21850.39,I,82639.84,2016-04-30,2018-03-13,2014-03-13,2367.41,1,5,2015-11-06,3969.37,S,7,2014-02-09,29,33,3,N
2.5754,2.4749,1,1,1,3,0,0,D,124,5,3,13,63,20,2011-03-02,0,2013-11-06,2042-09-25,3139866.99,47584.32,34799.11,22089.07,35306.06,37557.97,45096.96,T,61767.63,2019-12-29,2017-07-14,2014-11-20,3440.46,1,7,2012-07-07,3741.21,Q,6,2020-08-25,40,93,4,E
11.7006,12.9708,1,0,2,1,0,1,T,056,2,3,14,74,20,2012-11-24,1,2015-11-21,2049-08-19,1218631.63,10828.04,42655.17,43611.95,34021.97,33848.71,29640.66,F,39757.9,2015-04-02,2013-07-05,2017-01-29,1096.28,2,4,2022-04-22,3115.61,M,5,2012-04-03,21,08,1,E
14.5888,14.8198,2,1,0,1,1,0,S,152,6,2,45,68,20,2012-04-19,0,2014-03-18,2044-10-16,4637479.5,37313.12,38469.56,13039.3,12469.65,40591.93,23930.26,E,38936.46,2014-02-15,2018-07-01,2014-06-26,2993.64,6,5,2012-10-03,2614.35,W,6,2015-01-01,23,15,4,A
7.4831,9.223,1,0,1,2,0,0,U,129,6,4,34,61,20,2016-09-28,1,2020-03-08,2043-10-24,1942480.59,31267.17,42949.34,35006.96,25526.71,35251.45,28818.17,W,83621.21,2013-03-12,2018-08-22,2015-09-29,1123.04,1,5,2021-03-12,1903.54,W,7,2019-08-16,34,89,5,X
4.4776,13.2097,1,1,1,2,0,0,D,045,3,4,17,73,20,2011-01-26,1,2012-02-01,2044-09-01,1873748.01,31504.49,42986.33,27026.36,17919.98,17482.42,31729.11,W,77685.44,2016-04-26,2018-02-06,2013-02-11,3024.43,4,7,2012-04-18,3370.1,M,9,2018-04-25,33,13,4,I
6.7252,2.1739,3,0,2,1,0,0,V,069,1,4,13,74,20,2015-06-29,1,2017-04-14,2050-04-24,307846.75,34030.9,13059.97,26742.88,49100.86,28323.16,46410.11,O,34822.21,2014-07-14,2017-01-18,2018-04-21,1448.66,4,4,2020-07-25,3443.27,Q,9,2011-11-21,31,07,3,G
14.6656,5.1067,3,1,2,1,1,1,U,073,6,4,34,64,20,2020-07-21,0,2020-04-06,2041-12-26,2356730.98,30092.97,26729.82,34078.07,28842.23,39699.95,35356.77,G,71865.16,2016-02-16,2018-06-09,2018-12-22,2029.45,6,7,2015-06-12,3357.56,W,6,2013-07-18,33,96,3,Z
2.0209,9.8883,2,1,1,2,0,0,T,190,3,2,27,67,20,2017-05-14,0,2020-06-23,2044-04-21,1097702.01,48914.12,37080.17,23423.92,24569.82,42051.52,65984.14,Q,55911.67,2015-02-17,2017-12-18,2013-05-01,1015.05,5,6,2021-02-19,3822.79,A,7,2016-08-02,30,80,4,B
14.798,8.6195,2,1,0,2,0,1,C,154,1,3,34,74,20,2017-09-23,0,2015-04-03,2045-01-24,749040.15,36528.29,25262.33,36755.75,45060.8,27268.62,44872.48,T,81055.63,2017-04-05,2013-05-27,2015-07-30,3956.52,5,4,2017-04-04,1791.81,A,6,2020-11-11,38,41,1,I
5.9102,13.4155,2,0,1,3,0,1,T,079,6,1,11,80,20,2012-10-06,0,2018-08-28,2049-12-06,3589489.74,16920.58,38931.67,15331.21,24167.27,47979.49,34486.88,J,80017.83,2016-10-17,2019-07-20,2019-10-15,3635.61,4,7,2020-08-30,3195.81,W,7,2015-05-17,37,50,5,E
12.9958,9.487,1,0,1,0,0,1,T,119,5,3,18,61,20,2015-03-02,1,2017-03-07,2043-11-16,2133341.85,39559.75,24301.19,20325.84,43744.73,45311.05,67897.74,K,63821.86,2016-09-25,2013-09-25,2018-12-25,1439.84,6,7,2015-08-21,2597.05,S,6,2014-09-20,30,89,3,V
1.5318,12.8628,1,0,1,1,0,1,T,145,6,4,19,64,20,2015-08-10,1,2011-05-07,2042-08-12,2340751.94,38536.04,38933.51,12876.83,11597.12,16513.16,42623.12,F,32677.44,2015-08-05,2013-11-24,2014-09-13,1647.24,4,7,2013-06-28,2915.25,A,7,2019-10-17,21,90,4,S
8.6817,8.1227,2,0,2,1,1,1,V,091,1,1,20,63,20,2012-06-10,0,2012-08-24,2051-12-03,1288960.55,13456.06,28316.62,30703.55,12874.52,12389.12,39135.85,H,82907.81,2016-05-22,2015-04-08,2016-04-01,3330.74,6,7,2018-06-20,2502.03,W,6,2019-08-05,32,51,1,U
12.2685,10.6671,1,0,1,0,0,0,T,012,3,2,28,65,20,2018-08-21,1,2017-01-03,2048-04-15,4271786.45,14431.3,27969.45,29138.83,39871.08,12658.46,50872.97,S,38886.47,2015-06-01,2015-01-05,2017-05-14,3336.67,2,4,2020-12-23,1463.87,A,8,2013-09-17,27,66,2,O
11.4291,3.933,3,0,0,2,0,1,D,040,6,1,35,73,20,2019-04-17,0,2012-02-20,2047-02-14,3884702.91,46777.94,40620.42,45777.45,30564.17,25242.59,22396.89,T,87734.33,2015-02-13,2019-04-03,2014-04-19,3329.19,1,5,2020-12-13,1909.24,Q,9,2020-08-09,20,23,4,Q
4.8862,6.054,1,0,2,0,1,1,D,066,5,2,17,65,20,2018-11-07,0,2021-06-11,2049-06-07,3507609.15,48341.38,32121.17,46887.45,14209.22,38094.71,34221.21,Q,52842.64,2014-01-23,2016-09-04,2014-06-11,3800.69,1,4,2019-05-21,1736.29,M,5,2011-05-02,40,08,2,G
6.0014,7.2996,3,1,0,3,0,0,C,199,1,3,37,66,20,2019-09-09,0,2014-04-27,2041-10-31,4078580.68,28719.27,40791.89,36363.61,31286.64,41083.48,28930.13,F,72423.89,2014-04-07,2015-08-05,2018-10-11,1190.82,2,5,2019-08-18,1517.09,W,9,2015-07-07,24,92,5,V
1.0374,8.1757,1,0,1,0,0,1,U,221,6,3,27,66,20,2018-05-08,1,2013-07-18,2051-05-13,686738.05,16071.07,38781.42,18843.48,34110.78,39092.89,36341.88,T,82329.55,2015-07-05,2016-09-19,2014-08-31,2953.97,3,4,2014-07-23,2091.1,W,5,2017-06-17,31,88,3,W
3.8451,4.8132,3,0,2,1,0,0,C,089,2,4,16,61,20,2015-11-03,1,2012-08-15,2048-08-10,4912683.99,11397.64,13470.44,18249.75,35465.52,26241.01,35568.97,T,73275.5,2013-06-18,2013-10-03,2016-12-31,1750.64,1,6,2012-01-02,2641.9,A,9,2019-06-17,33,27,5,L
14.5188,8.0034,1,1,1,3,1,1,D,192,2,4,41,67,20,2016-11-24,1,2021-04-24,2044-05-28,3187236.16,42756.23,37369.13,32397.69,13272.04,25406.68,24002.5,B,32766.35,2016-04-22,2016-02-06,2013-10-23,2908.71,2,6,2021-09-22,1493.15,Q,5,2014-09-08,28,81,2,F
1.9369,11.8774,2,1,2,3,0,1,C,080,3,1,27,67,20,2020-08-09,1,2011-11-22,2047-01-12,1066716.96,10478.39,41993.16,18958.43,26522.2,36287.64,35067.67,E,78769.96,2014-11-21,2015-08-27,2017-03-22,1869.02,3,5,2021-10-16,2968.04,M,9,2020-12-03,33,19,4,E
10.6907,4.5374,2,1,0,2,1,0,V,289,1,3,17,67,20,2014-04-11,0,2014-01-13,2043-12-11,1070118.23,41487.9,36380.02,45039.42,24590.52,19169.08,35605.13,V,34551.99,2013-01-03,2018-03-02,2013-08-06,1525.84,6,5,2018-01-11,2289.09,A,8,2020-03-08,39,68,1,I
11.1328,6.8019,3,0,1,2,0,1,T,075,6,4,39,77,20,2018-05-03,0,2021-11-24,2050-05-15,2548120.83,11629.64,41632.63,46907.75,44311.95,39914.71,36946.13,V,80805.53,2016-04-20,2015-08-12,2013-04-23,3183.48,6,7,2014-03-16,3862.47,S,7,2012-03-05,37,82,3,S
5.2072,5.7202,2,1,2,0,1,1,C,010,4,4,22,70,20,2020-02-08,1,2015-03-05,2047-01-27,2271936.2,18056.85,29656.79,29025.97,19358.99,17185.36,64303.27,N,46910.02,2016-04-06,2014-11-27,2017-12-09,3931.86,5,6,2019-09-17,1961.96,A,5,2017-11-19,35,74,2,H
3.83,5.8165,2,0,2,0,1,1,C,033,5,4,40,72,20,2015-12-06,1,2014-10-24,2046-01-27,4690308.55,46901.65,44576.87,43279.12,42343.74,15697.75,32837.33,Y,52721.57,2017-10-07,2014-06-25,2019-09-14,2454.51,1,4,2022-02-05,2620.88,Q,5,2017-11-30,26,16,4,K
5.6629,4.6243,3,0,0,3,1,0,V,118,1,4,16,74,20,2011-10-04,1,2015-10-12,2048-09-27,3104437.6,36922.84,15060.59,39783.8,49422.33,12251.46,41077.34,P,60863.33,2019-09-06,2014-08-23,2017-10-08,3211.83,4,7,2017-09-14,2498.14,S,6,2019-02-01,30,79,1,U
2.0194,11.9283,1,0,2,0,0,0,U,222,4,3,33,75,20,2019-05-30,0,2016-09-10,2044-04-10,167349.66,44843.54,20669.89,18860.26,16942.0,49111.37,55296.26,N,83773.46,2017-09-08,2013-04-11,2019-08-20,1841.62,1,7,2019-07-29,2044.18,W,9,2010-09-24,34,92,5,L
5.4235,4.7439,1,0,2,1,0,1,U,013,6,3,49,75,20,2011-09-01,0,2020-09-17,2048-05-03,1408587.28,21131.66,47295.75,14653.06,38749.77,31230.09,35542.88,M,36974.0,2013-04-28,2016-11-25,2019-06-20,2191.44,1,6,2016-04-05,2570.46,Q,5,2019-10-28,27,35,5,S
2.2397,3.2008,3,0,2,0,1,1,C,270,3,4,45,78,20,2020-11-20,1,2013-11-07,2050-01-01,3083416.19,31753.86,37024.42,30940.98,26593.87,25423.01,47472.99,C,83811.94,2017-06-23,2019-07-24,2017-09-29,1388.63,5,4,2017-12-22,3707.98,M,9,2019-12-01,38,76,1,B
10.3136,8.9845,2,0,2,2,0,1,D,193,6,3,48,69,20,2021-01-10,1,2018-09-26,2044-12-03,737774.46,19538.13,30264.1,44063.4,38818.83,34094.29,30435.27,E,52107.95,2015-03-01,2015-06-16,2013-03-24,3897.4,3,7,2022-09-09,2059.99,W,7,2014-11-09,31,72,4,O
5.8412,9.0581,1,0,0,3,1,0,U,122,4,2,25,79,20,2019-06-11,1,2015-03-08,2041-02-28,4682342.02,16937.79,33206.57,39457.38,43876.22,37057.35,46385.12,J,87547.56,2018-11-01,2013-06-16,2019-05-23,2641.92,5,4,2014-02-04,3243.43,A,6,2012-08-06,26,82,1,R
8.9558,3.2382,3,0,2,2,0,0,C,189,5,2,39,61,20,2014-01-19,1,2011-02-23,2042-09-24,3988177.08,48586.3,15029.67,49956.82,48010.29,16752.45,22052.41,A,71364.02,2014-06-08,2018-07-28,2014-07-26,1809.12,5,7,2020-09-20,2390.48,S,7,2011-08-10,30,99,4,J
6.5602,9.7415,1,1,2,3,1,0,U,248,4,4,32,67,20,2018-11-15,1,2011-02-15,2050-07-31,2056827.54,28029.28,49546.72,15611.21,48372.74,37711.0,31276.31,Y,86476.68,2013-12-21,2017-06-27,2017-06-22,2988.38,1,5,2017-01-17,3801.98,S,8,2010-02-03,21,62,4,O
8.0092,7.2566,1,1,1,1,1,1,S,041,3,4,46,79,20,2012-11-03,0,2011-03-06,2051-09-18,970959.39,48984.94,49519.24,45408.82,29874.87,33941.66,48676.14,M,36999.32,2015-06-09,2017-11-14,2016-10-06,1321.13,3,4,2018-09-26,3563.55,S,8,2019-10-20,30,39,1,R
14.4789,9.9212,3,0,2,0,0,1,V,169,5,4,32,68,20,2016-03-30,0,2011-08-04,2043-06-17,3799528.0,46111.41,23339.14,40778.04,44576.7,40577.04,65135.47,K,39592.22,2015-12-20,2018-09-27,2019-03-28,3927.9,5,6,2012-07-06,2708.06,S,8,2019-06-19,31,06,3,Z
12.937,4.2048,2,1,0,1,1,1,S,195,2,2,44,66,20,2011-01-02,1,2020-01-16,2041-07-04,3884857.44,14729.33,30967.8,24957.42,26385.65,39122.59,61541.16,G,73987.83,2017-01-19,2018-10-05,2014-10-24,3925.15,2,5,2018-10-10,2004.53,S,5,2013-08-01,21,17,1,Q
3.3197,2.6634,2,1,0,1,1,1,V,228,6,3,48,78,20,2015-01-07,1,2015-06-12,2049-09-09,1775559.26,33799.63,32312.24,24466.87,15758.66,48175.9,46739.33,S,70902.85,2016-02-05,2017-03-29,2015-01-19,2516.59,2,4,2016-06-04,1092.98,A,8,2012-05-26,29,76,5,K
9.1995,7.0323,2,0,1,2,1,1,C,099,2,3,46,77,20,2018-11-21,0,2015-07-05,2047-05-28,706795.22,19351.88,38890.35,40412.73,27593.95,45102.2,20387.33,S,34679.11,2017-02-15,2016-01-24,2016-03-01,2683.85,3,7,2012-06-22,2073.69,S,8,2017-10-18,23,83,5,B
2.2338,3.5686,2,0,0,2,1,0,D,054,1,3,12,67,20,2011-11-13,1,2021-03-05,2042-12-13,3606357.77,24147.22,28453.0,18320.59,22877.13,49353.4,39719.55,N,57230.01,2014-11-26,2018-09-11,2015-05-17,2359.21,5,4,2020-01-21,1853.69,S,9,2020-01-09,31,41,4,H
8.3667,7.836,3,0,1,3,0,0,T,087,1,4,17,74,20,2014-06-18,0,2019-05-31,2047-07-11,4684827.34,25729.07,25839.76,34030.86,40515.98,31778.6,38426.05,D,75388.63,2015-04-06,2019-01-17,2015-02-07,1484.35,1,4,2012-07-17,3330.48,A,5,2016-05-12,38,70,5,O
13.0148,1.9218,3,0,0,0,1,1,S,050,2,2,36,63,20,2014-11-18,1,2016-02-01,2044-08-31,292217.79,29111.03,23821.46,15327.67,35791.87,43243.12,44302.89,R,59331.71,2019-05-19,2017-01-15,2016-07-27,1735.74,2,4,2022-05-05,3563.3,W,5,2012-08-05,20,96,2,Y
5.1297,4.5451,1,1,1,2,1,0,D,099,2,2,30,73,20,2015-10-03,1,2013-09-29,2045-09-04,4665622.69,37296.14,41665.8,30540.78,11421.92,19291.58,37830.75,T,68940.1,2019-12-07,2018-03-20,2019-04-19,2685.04,1,7,2021-08-06,3487.86,A,6,2012-09-23,28,63,5,D
9.4842,5.2209,2,1,1,0,0,0,D,126,5,2,26,79,20,2016-09-25,1,2013-03-18,2051-02-17,3500708.65,37288.76,46870.1,44606.19,14182.13,20831.64,43847.97,R,85668.72,2013-09-05,2013-03-24,2016-03-20,1982.14,1,5,2021-07-04,1528.52,A,8,2011-12-20,27,69,4,U
1.0974,14.7205,1,0,2,0,0,0,D,157,1,3,47,70,20,2017-06-24,0,2013-11-25,2042-05-15,4006793.63,40626.89,18488.91,40907.81,31882.78,31832.13,32052.63,G,42383.41,2019-09-17,2013-08-05,2014-07-04,1143.66,6,5,2012-08-06,2052.99,Q,8,2013-06-26,40,13,5,T
11.8906,5.7747,3,1,2,1,1,0,S,170,2,3,24,70,20,2017-03-13,1,2021-05-31,2043-03-30,1613454.09,41545.12,17862.85,29617.53,37856.19,11347.66,58552.03,A,52401.3,2019-05-22,2016-03-05,2019-10-29,3911.24,6,6,2022-11-13,2816.02,W,5,2015-07-20,36,51,2,L
5.6653,10.0656,1,1,0,1,1,1,V,142,3,3,48,73,20,2013-09-30,1,2020-09-12,2051-01-19,1547712.49,48950.15,15284.1,11025.43,38203.17,10594.15,42173.36,B,76391.18,2016-11-12,2018-06-21,2014-07-08,1662.01,2,7,2014-04-03,1138.05,M,9,2010-02-23,31,19,5,K
2.4682,3.4167,2,0,1,2,0,1,T,109,6,3,18,70,20,2017-03-02,1,2013-07-22,2046-03-14,884582.19,27395.42,17020.16,20728.16,25858.1,12432.41,49849.24,F,30604.0,2017-07-21,2015-09-04,2016-03-29,3379.35,2,4,2019-09-11,1961.82,A,8,2019-06-28,35,77,5,Z
10.1684,9.0479,2,0,0,3,0,1,S,240,5,3,27,80,20,2019-10-27,1,2012-09-28,2045-07-23,3534560.97,26073.45,31978.39,11125.24,31834.78,18875.39,62346.22,D,83424.14,2018-12-23,2013-10-28,2015-11-11,2187.34,5,6,2019-06-05,2142.21,W,8,2016-08-29,33,86,5,E
7.1042,11.1777,2,0,0,1,1,0,D,237,4,4,25,63,20,2021-07-03,1,2014-09-12,2042-12-20,3408750.16,16447.7,22686.39,43456.18,25493.75,23327.12,35053.35,Q,39638.1,2016-05-29,2018-02-22,2016-02-21,2931.89,4,4,2022-10-07,3577.46,S,9,2015-08-03,33,94,5,V
