LN-NBR,FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,KIND-CDE-LN,INT-RATE-NOTE,INT-RATE-NOTE-1ST,PYMT-TYP-CDE,DIR-PYMT-CDE,DTE-AMORTN-EFCTV,DSTR-TYP-CDE,FY-DSTR-DCLRD,DSTR-DCLRD-NBR,MRG-CNTRL,DOCMT-TYP-CDE,DTE-OBLGN-LN,ASSTNC-TYP-CDE,LN-AMT-OBLGN,BEGNG-FRMR-RNCHR-CDE,COLLTL-CDE,CPN-PROCG-DTE,CASE-NBR-CHNG-CDE,PYMT-ASSTNC-METH-CDE,INT-RATE-PREV,INT-RATE-PREV-REDFND
56,12,6,9,60,7.9343,0.079343,5,9,30713,6,9,263,63,A,71117,793,5663.17,F,7,22214,4,6,2.9274,0.029274
30,74,1,6,67,6.3837,0.063837,0,5,110922,8,4,549,1,B,92423,138,2533.17,O,9,102116,5,1,8.257,0.08257
1,53,7,2,64,3.2364,0.032364,1,2,121816,4,7,186,72,F,30515,16,9514.67,O,3,32016,9,7,3.93,0.0393
23,94,6,8,67,4.6691,0.046691,5,4,62513,3,5,521,69,G,10816,500,-44300.47,R,7,91420,0,6,5.935,0.05935
75,12,7,8,62,4.2927,0.042927,9,7,70418,7,3,629,61,F,80613,966,525585.55,F,5,70320,7,1,9.3691,0.093691
79,53,7,3,68,6.4622,0.064622,9,3,30119,1,7,636,91,F,10620,513,-788985.96,F,6,72318,5,5,6.9306,0.069306
69,33,2,9,66,3.8737,0.038737,6,1,90623,7,9,907,29,D,31123,273,9711.57,F,3,21323,0,1,1.724,0.01724
80,74,2,7,66,8.8974,0.088974,4,8,22516,1,7,477,97,A,81514,744,-44669.85,R,0,60415,8,7,7.9762,0.079762
36,33,3,3,65,8.6355,0.086355,8,8,30919,2,6,580,30,C,91516,738,-28741.3,O,1,62718,3,3,8.113,0.08113
42,94,7,7,68,8.279,0.08279,7,7,60520,0,4,414,13,C,110618,59,-55561.61,O,4,90517,6,0,8.363,0.08363
77,53,8,3,63,7.4938,0.074938,5,1,72015,6,3,130,60,G,21723,925,599450.55,O,0,21519,2,6,1.5469,0.015469
5,74,3,2,66,3.6752,0.036752,1,9,91921,5,4,884,9,B,91618,589,-35301.66,W,1,111021,7,2,3.5322,0.035322
29,33,3,7,61,7.352,0.07352,3,1,71921,8,4,731,61,D,101713,299,-831922.76,R,0,60114,4,3,2.735,0.02735
92,94,8,3,68,7.6988,0.076988,1,8,31416,5,1,278,11,A,62921,242,-2133.51,R,0,110615,6,3,1.3408,0.013408
50,53,8,8,60,1.3414,0.013414,6,5,51615,5,4,639,6,E,81914,342,126.96,O,2,81114,5,8,3.6652,0.036652
25,12,9,4,62,7.8238,0.078238,6,6,82719,4,6,738,15,B,41313,205,53046.99,R,2,71714,0,4,3.5398,0.035398
22,53,9,3,66,4.231,0.04231,9,3,90418,0,3,989,22,D,40820,669,209.23,O,7,10622,0,6,1.2343,0.012343
95,94,8,9,60,8.7958,0.087958,9,7,10217,3,9,39,45,C,21121,631,-442401.43,O,5,81116,1,8,2.849,0.02849
0,33,4,9,67,7.7739,0.077739,4,9,81619,3,4,963,5,A,121223,639,9914.6,O,1,41121,4,0,5.211,0.05211
6,94,9,4,65,9.974,0.09974,1,2,32321,2,3,775,48,A,80513,767,-589.98,W,8,92814,3,8,5.558,0.05558
19,74,4,8,62,1.6035,0.016035,3,1,92219,0,6,23,7,D,80214,873,572357.24,R,2,13022,2,7,7.9578,0.079578
69,74,4,9,60,5.2092,0.052092,8,7,12321,6,0,527,89,E,61016,314,-911839.39,F,9,12723,2,2,5.3126,0.053126
70,33,5,3,65,9.8526,0.098526,3,9,70515,9,8,828,82,F,51917,849,138.15,W,1,32415,5,1,3.3183,0.033183
30,94,9,8,61,2.2653,0.022653,7,4,120321,0,6,810,8,D,21117,244,280.14,R,1,51414,9,2,5.843,0.05843
0,74,5,4,64,4.5009,0.045009,2,6,122621,1,8,771,2,C,20821,280,-160.52,W,7,90419,0,5,6.8675,0.068675
80,13,1,1,61,2.8666,0.028666,6,8,110720,8,8,597,64,B,121914,547,-201.4,F,2,21222,8,1,7.36,0.0736
10,74,5,7,67,6.507,0.06507,8,3,20315,3,0,157,23,E,51317,921,-375721.66,O,7,60813,1,3,4.352,0.04352
91,13,1,4,64,9.6338,0.096338,8,3,83020,5,7,350,14,G,113014,465,569413.48,R,7,123020,6,5,5.3363,0.053363
67,33,6,3,60,7.903,0.07903,8,9,71314,0,8,720,60,A,91015,113,2881.73,F,0,80418,8,8,9.3925,0.093925
17,33,6,4,64,9.1073,0.091073,0,9,22421,0,6,535,37,E,41423,77,207589.52,R,9,50213,6,1,7.3482,0.073482
51,54,1,3,64,4.7674,0.047674,4,6,112822,4,8,481,62,B,80620,72,-407436.32,F,6,80521,0,6,2.3857,0.023857
86,13,1,9,66,5.1337,0.051337,4,1,32523,4,4,716,61,G,110821,750,1376.3,W,8,103020,5,1,4.952,0.04952
89,54,1,5,61,5.8035,0.058035,5,7,111220,1,1,95,10,D,122720,707,-653663.21,O,1,71914,0,8,2.7937,0.027937
2,95,1,3,65,4.3708,0.043708,0,4,51713,7,0,340,49,B,62614,970,443918.96,O,1,72416,9,9,2.8017,0.028017
93,54,1,8,65,6.8708,0.068708,5,6,112521,6,3,300,46,C,92521,767,977.7,O,1,11219,1,0,2.6532,0.026532
88,95,1,4,66,3.426,0.03426,2,9,120716,2,2,33,34,A,22022,951,-398780.78,R,8,70814,8,3,8.929,0.08929
19,74,6,8,63,2.6291,0.026291,6,7,112514,8,8,306,72,A,81821,709,-734005.17,R,0,41522,8,3,5.5654,0.055654
3,74,6,9,68,7.5467,0.075467,2,8,42013,4,2,785,83,C,32618,258,-16891.77,W,3,22818,7,2,4.1617,0.041617
1,13,2,6,60,8.689,0.08689,5,4,101822,7,6,149,46,E,83118,52,-318.46,F,3,11014,8,4,3.4484,0.034484
82,54,2,4,68,1.1248,0.011248,3,9,60417,1,9,961,94,B,32015,818,-73141.23,O,5,22621,0,1,2.4317,0.024317
89,74,7,2,68,8.4901,0.084901,3,4,42319,8,1,288,42,F,52817,605,-6561.96,W,3,112317,7,9,5.2553,0.052553
7,95,2,2,65,9.2522,0.092522,7,9,122714,9,7,819,78,F,11014,112,-224.32,F,3,52316,6,9,3.5427,0.035427
34,95,2,3,61,7.4817,0.074817,7,5,10122,0,5,584,72,B,20815,554,618.7,O,0,120123,2,2,2.343,0.02343
75,95,2,5,63,4.405,0.04405,1,3,111522,0,2,297,17,F,10615,868,-792.51,W,7,52117,4,9,3.7172,0.037172
50,33,8,5,60,6.9604,0.069604,6,1,50514,3,6,867,92,C,62314,808,-843.16,O,2,100118,9,9,4.155,0.04155
66,13,3,8,61,1.376,0.01376,8,7,50513,2,8,94,10,A,111113,872,421866.78,R,9,81716,0,0,1.7518,0.017518
20,74,8,3,62,9.5186,0.095186,5,7,41821,0,5,648,97,A,101813,342,-9305.6,W,3,71615,4,9,5.8103,0.058103
92,33,9,1,66,4.1497,0.041497,1,5,100919,8,3,882,74,C,31715,983,-1540.17,R,1,70115,0,8,2.9702,0.029702
93,33,9,2,64,5.2879,0.052879,0,6,22419,9,1,222,35,C,52723,748,23988.27,R,0,71816,0,1,6.7664,0.067664
59,54,4,4,63,3.3674,0.033674,9,4,12717,0,3,714,82,G,101221,952,403.56,R,8,10322,8,3,5.245,0.05245
34,54,4,6,63,8.4241,0.084241,3,0,21523,6,8,328,63,C,40117,265,657,O,3,110720,3,9,9.2403,0.092403
63,13,5,1,66,5.23,0.0523,1,8,10718,2,8,981,99,E,90419,92,856178.7,F,0,31719,8,8,4.3699,0.043699
30,95,4,4,62,6.5289,0.065289,7,8,110321,9,7,95,54,F,80721,981,-2482.89,R,5,11623,7,3,8.3971,0.083971
68,13,5,3,66,2.4004,0.024004,4,8,30519,6,4,169,86,F,72713,759,743.48,R,3,102919,3,6,5.8733,0.058733
99,74,9,6,65,7.5719,0.075719,8,4,121221,8,8,783,74,A,52823,752,-248.56,R,0,70820,4,8,6.9085,0.069085
31,74,9,8,67,9.8759,0.098759,3,6,100821,6,0,492,26,C,122917,40,-546.4,F,0,11720,7,7,9.3905,0.093905
80,13,5,6,66,8.3874,0.083874,4,0,82613,2,4,788,2,B,60413,586,-158.99,F,9,92619,4,5,4.8305,0.048305
79,13,5,7,64,3.7051,0.037051,2,9,52214,0,2,865,56,G,11723,903,-190712.54,W,2,11015,0,2,7.6073,0.076073
25,54,5,6,62,4.2106,0.042106,7,4,51318,3,2,150,43,G,41322,649,508224.44,O,1,32514,6,7,8.6006,0.086006
76,13,6,1,64,9.9424,0.099424,6,8,92020,7,2,602,79,A,32423,842,998.91,W,7,90913,5,7,2.542,0.02542
65,13,6,3,61,4.6781,0.046781,0,7,110723,6,6,899,1,E,101013,992,-57512.3,R,7,120816,0,0,9.8882,0.098882
6,34,1,2,67,6.5187,0.065187,8,0,103014,1,0,680,10,C,50515,191,-1687.12,O,6,92914,7,0,2.595,0.02595
8,34,1,1,67,3.5475,0.035475,1,4,82113,9,1,992,92,G,21115,291,542167.15,W,0,83118,9,9,8.4106,0.084106
90,95,5,5,61,5.8901,0.058901,7,3,72823,6,3,802,5,E,80623,594,71105.95,O,2,102017,2,1,8.29,0.0829
63,95,5,9,61,7.5968,0.075968,3,7,60617,1,4,858,27,A,41814,351,394612.26,O,6,71122,8,1,4.182,0.04182
2,13,6,4,62,4.4929,0.044929,5,0,20616,2,7,795,49,A,80119,696,2389.32,F,6,62222,8,1,9.5638,0.095638
22,95,6,1,61,8.3555,0.083555,8,6,102817,3,1,901,26,G,42423,836,-611.72,W,1,111216,5,5,2.557,0.02557
85,54,6,8,66,6.7556,0.067556,6,0,32915,8,1,571,43,G,102819,414,9026.67,W,2,30516,5,9,2.7694,0.027694
33,75,1,7,62,5.8103,0.058103,2,1,81013,8,1,166,40,G,10221,961,-6766.54,R,3,82721,3,0,3.2972,0.032972
74,13,7,4,67,4.1155,0.041155,7,9,80123,0,8,522,18,C,112516,976,719.35,W,7,120119,8,1,3.9584,0.039584
82,95,6,7,63,9.8623,0.098623,1,3,62921,8,1,71,35,F,41715,394,7778.34,O,1,71016,9,6,6.8811,0.068811
46,13,7,8,63,9.7646,0.097646,0,0,92813,1,3,478,56,D,102314,91,53271.68,R,3,12514,9,3,3.7287,0.037287
35,95,7,1,62,1.2812,0.012812,4,8,22817,9,7,225,51,D,101916,983,-522.3,R,8,60519,7,4,8.8909,0.088909
77,54,7,8,61,5.6595,0.056595,0,2,11923,6,7,880,4,E,121314,367,-258624.98,R,6,11819,6,8,8.3681,0.083681
17,13,8,2,68,5.9593,0.059593,2,5,103119,4,4,183,33,B,61422,878,-741.17,W,9,31316,8,3,2.2701,0.022701
68,34,3,1,63,3.4775,0.034775,1,5,60414,0,5,481,55,D,80622,498,-9840.78,O,9,90322,4,1,8.7615,0.087615
18,54,8,1,68,6.7347,0.067347,3,5,81823,7,5,489,39,D,22715,934,-70758.13,W,9,51523,7,0,1.2704,0.012704
11,13,8,3,68,7.4837,0.074837,7,3,110617,5,6,251,75,A,100621,730,-258.48,O,1,12018,8,3,8.8597,0.088597
72,95,7,4,67,8.5165,0.085165,9,1,102518,9,6,499,67,C,40520,527,7036.84,W,9,71820,4,6,5.6982,0.056982
78,34,3,6,64,8.7909,0.087909,5,8,72322,1,0,684,33,A,31713,30,383015.83,O,2,10219,9,3,6.2013,0.062013
36,54,8,5,62,1.3879,0.013879,3,4,10917,2,3,0,15,E,120917,876,613.78,O,4,70217,0,7,9.5887,0.095887
52,75,3,4,62,7.6484,0.076484,3,1,112619,7,3,547,79,F,80816,955,-1705.5,F,6,21714,4,4,5.5691,0.055691
84,75,2,9,64,4.641,0.04641,3,0,120116,7,0,175,75,E,80114,63,773898.58,R,4,41318,0,6,2.8274,0.028274
2,34,3,2,60,2.1362,0.021362,4,2,101416,4,4,833,10,A,82120,361,-551814.57,O,4,121618,2,2,4.798,0.04798
6,34,4,1,67,9.1403,0.091403,5,7,71614,7,5,282,72,A,91522,315,-610858.1,F,0,42213,7,5,4.4662,0.044662
86,34,4,3,63,9.5198,0.095198,4,7,20114,8,8,361,99,F,40720,445,7446.58,R,2,91015,4,9,3.8099,0.038099
80,13,9,7,60,8.2309,0.082309,1,2,51318,8,7,21,12,B,90122,14,869.27,R,8,91421,1,1,6.4617,0.064617
71,75,4,1,63,8.6683,0.086683,7,2,70415,7,1,501,33,B,22423,520,139.8,F,0,121215,8,4,8.6314,0.086314
3,75,4,2,64,1.3767,0.013767,6,0,92621,5,1,282,73,B,121416,137,-76404.5,R,0,82916,5,5,3.6979,0.036979
56,75,4,4,61,2.261,0.02261,9,1,20522,0,7,764,99,G,80623,30,45594.9,R,6,11016,8,8,7.5382,0.075382
97,34,5,1,61,7.1076,0.071076,1,9,72115,7,2,956,71,A,40720,100,896512.47,W,5,71018,3,5,4.5912,0.045912
92,34,5,4,64,7.3737,0.073737,9,2,40418,9,9,53,59,F,10719,100,-8652.38,R,3,103123,4,1,7.5526,0.075526
3,75,5,3,64,7.29,0.0729,9,6,60121,5,8,679,30,G,50417,968,-213.4,W,7,22413,3,3,5.9788,0.059788
16,14,1,2,68,3.6427,0.036427,6,7,120113,4,1,248,90,D,50813,873,744.58,O,8,110920,1,3,4.225,0.04225
51,75,5,8,65,3.6223,0.036223,5,9,101415,7,1,953,8,G,62017,803,1045.52,R,0,81321,2,1,4.7518,0.047518
26,34,6,3,67,9.559,0.09559,6,1,121223,4,4,511,82,D,101015,693,-67456.55,O,7,21415,0,7,3.8501,0.038501
66,55,1,4,62,6.8488,0.068488,6,3,92923,5,3,878,12,B,101823,401,604.8,W,3,52219,4,2,7.1588,0.071588
5,75,6,6,60,5.7867,0.057867,6,5,122222,4,7,876,28,A,10920,872,2604.94,F,8,111618,6,4,1.674,0.01674
36,14,2,3,62,4.3636,0.043636,7,0,110818,2,2,46,21,C,62115,170,-91657.22,R,1,110321,8,5,2.8661,0.028661
59,34,7,1,61,5.3924,0.053924,1,8,81616,6,9,645,55,C,11613,770,527.62,O,2,93022,4,9,4.6273,0.046273
84,96,1,4,66,4.3953,0.043953,4,0,90514,1,7,762,81,D,102320,687,-34419.22,W,4,71919,6,4,8.2,0.082
74,96,1,8,63,6.8264,0.068264,8,2,20413,8,9,370,15,G,10823,830,-87930.18,W,0,40821,0,1,8.4837,0.084837
9,75,7,3,68,8.29,0.0829,0,8,61714,5,8,450,60,E,111922,710,175.81,R,2,120519,4,8,4.424,0.04424
82,96,2,6,65,5.913,0.05913,3,4,70313,6,4,38,69,D,72313,272,-453536.46,R,1,101517,7,1,4.8768,0.048768
58,75,7,9,62,5.7126,0.057126,9,3,90618,4,0,149,77,B,72714,924,634920.59,W,9,92715,3,5,4.9336,0.049336
1,14,3,6,66,3.9885,0.039885,5,0,21219,9,2,0,97,A,22618,733,303.69,R,6,22417,9,9,7.568,0.07568
28,75,8,1,61,7.5777,0.075777,2,6,121513,3,4,512,50,D,60521,434,57956.3,F,9,41617,6,0,6.2638,0.062638
38,55,3,4,68,1.6976,0.016976,7,1,50315,0,0,520,25,F,22213,470,5858.35,W,6,40418,4,2,4.8761,0.048761
28,14,3,8,67,9.2233,0.092233,8,0,102522,6,5,793,94,A,93019,565,-2050.24,W,6,52216,7,0,5.716,0.05716
86,75,8,5,65,5.431,0.05431,2,2,22013,4,4,338,2,G,92515,139,476775.55,R,0,32913,0,4,9.9396,0.099396
5,14,4,3,63,5.1878,0.051878,1,8,120119,8,4,179,44,B,101720,856,-86015.68,W,4,91315,4,4,8.2929,0.082929
82,34,9,3,62,2.7845,0.027845,4,6,121522,9,0,790,87,G,80923,636,-20869.23,O,6,22413,5,1,3.8663,0.038663
76,75,8,9,60,1.748,0.01748,5,1,71318,4,7,422,97,D,30516,335,-192797.41,O,2,50720,8,5,5.9224,0.059224
14,75,9,3,66,3.2228,0.032228,1,8,32216,3,5,83,64,E,90915,976,-1599.41,F,1,82022,2,1,4.2173,0.042173
71,55,4,6,66,3.4044,0.034044,8,0,72418,4,7,267,25,D,71716,959,-632493.7,R,9,12513,3,3,1.5149,0.015149
16,75,9,4,63,1.1315,0.011315,3,8,92223,3,4,602,93,D,112423,989,749276.5,O,0,112517,1,8,5.775,0.05775
99,75,9,8,68,4.25,0.0425,5,6,120418,7,2,748,66,F,102116,991,-627190.68,W,8,82217,2,8,8.532,0.08532
59,96,4,9,67,9.174,0.09174,5,1,81120,9,1,696,60,C,51215,760,93435.49,F,2,61320,6,9,5.452,0.05452
98,96,5,2,68,2.1153,0.021153,1,2,90820,7,6,747,95,G,112519,857,-764.91,R,5,112922,5,3,7.6192,0.076192
78,14,6,1,65,2.6784,0.026784,8,4,102820,1,4,762,9,C,102517,323,944763.42,F,4,111320,9,3,3.1585,0.031585
94,96,5,3,67,9.5919,0.095919,4,1,111521,1,1,893,4,E,32717,134,437694.2,O,9,80617,3,4,5.3116,0.053116
42,55,5,9,62,2.3041,0.023041,6,1,30719,7,0,725,69,G,60115,802,-38468.1,F,8,41018,3,7,3.6977,0.036977
61,14,6,4,64,4.2825,0.042825,7,1,110616,1,3,228,52,D,90919,400,5620.85,F,4,62317,8,9,6.1498,0.061498
14,96,5,7,65,3.6615,0.036615,4,5,92419,7,3,237,10,D,100316,565,-480562.57,F,5,20118,7,4,6.366,0.06366
26,55,6,1,67,5.1644,0.051644,7,7,13117,5,9,584,5,C,51021,508,-7527.99,O,7,50613,9,5,9.942,0.09942
91,96,5,9,64,5.9793,0.059793,0,4,82923,7,2,763,86,G,71313,119,-431704.92,W,7,33120,8,5,4.593,0.04593
61,35,1,1,67,8.7782,0.087782,3,7,72617,2,1,59,81,C,60323,550,158.51,O,5,22623,2,2,5.4948,0.054948
78,35,1,7,62,5.212,0.05212,4,1,61219,0,9,709,90,G,50818,854,-845511.75,W,3,81521,8,6,2.972,0.02972
61,96,6,1,62,6.204,0.06204,5,2,20719,4,6,272,13,B,82513,690,756.65,O,8,61413,4,1,6.823,0.06823
24,76,1,3,64,6.4296,0.064296,4,8,42122,5,1,546,97,E,22715,476,266107.15,F,8,42919,6,7,7.9482,0.079482
4,55,6,7,62,5.184,0.05184,3,9,102521,0,5,564,70,F,120920,540,6429.69,R,3,112017,2,1,7.4709,0.074709
45,35,2,3,66,9.9,0.099,5,1,122919,3,8,172,0,G,22115,659,-947.78,W,6,60419,0,5,2.1225,0.021225
13,96,6,9,65,8.789,0.08789,0,5,40318,7,0,205,35,B,32020,553,362877.26,F,3,62420,2,7,8.454,0.08454
81,55,7,4,63,2.1971,0.021971,9,4,92317,2,2,681,20,B,20523,537,-889342.32,R,9,101814,3,0,2.7174,0.027174
89,55,7,5,65,8.365,0.08365,2,9,10422,5,6,548,30,A,82114,728,947.57,O,0,72814,9,4,1.9077,0.019077
99,35,2,8,67,9.8562,0.098562,1,4,40318,4,8,526,8,E,91418,714,445.21,O,5,73021,3,5,6.9149,0.069149
90,35,2,9,64,7.628,0.07628,3,3,32320,4,5,735,9,C,30713,405,-619.9,R,7,101413,3,1,1.4458,0.014458
25,76,2,6,61,7.797,0.07797,4,1,112420,5,6,460,23,B,82621,24,8059.6,W,8,21022,4,9,3.8452,0.038452
40,35,3,1,61,6.8738,0.068738,7,5,20821,9,1,84,8,D,80922,996,9365.2,R,3,30523,6,9,9.589,0.09589
59,14,8,4,66,3.4804,0.034804,5,1,61321,0,0,506,48,D,120314,205,-57335.92,W,4,81214,0,7,7.3341,0.073341
87,55,8,1,63,4.9163,0.049163,6,7,82417,3,7,464,71,D,20615,392,-7846.62,R,4,91620,1,1,7.7457,0.077457
77,76,3,2,62,1.5786,0.015786,1,2,60418,1,1,910,95,A,41718,832,-139411.81,O,2,100415,9,4,9.4068,0.094068
86,35,3,7,63,1.772,0.01772,3,3,12716,6,3,66,0,F,90817,986,-54287.9,W,0,61122,2,4,5.6399,0.056399
89,76,3,8,65,6.4053,0.064053,8,7,41915,0,4,81,57,F,91221,366,-6645.73,W,8,30322,7,9,6.6349,0.066349
75,35,4,3,68,8.2855,0.082855,5,4,101213,1,8,467,23,D,61720,307,-260.62,O,1,123113,3,7,5.2569,0.052569
26,55,9,3,64,3.846,0.03846,1,2,103118,4,6,80,87,D,112523,694,-76377.61,R,8,60415,4,0,2.596,0.02596
74,76,4,1,60,4.688,0.04688,6,1,40916,2,8,460,1,D,102317,658,346044.41,F,8,32822,5,3,4.5497,0.045497
28,14,9,8,60,7.6994,0.076994,7,9,91913,5,7,138,92,D,30717,998,-902732.62,R,9,81620,7,2,4.9124,0.049124
42,14,9,9,60,7.9677,0.079677,9,4,31618,8,3,898,98,G,112813,23,-7472.47,F,5,101614,7,6,3.2469,0.032469
90,55,9,9,65,1.2105,0.012105,0,8,112517,4,3,832,21,D,30523,590,290.4,O,0,20218,7,9,5.2119,0.052119
39,76,4,8,68,4.9,0.049,5,7,13023,0,0,964,75,G,31220,22,-592225.88,F,4,102823,7,9,8.323,0.08323
88,96,9,8,60,1.3173,0.013173,9,5,11422,9,7,670,16,B,62421,859,-737.88,F,5,111323,3,9,3.3352,0.033352
68,76,5,1,63,8.808,0.08808,6,3,52523,5,6,447,85,E,41020,399,-102.95,W,4,51519,4,1,6.92,0.0692
73,76,5,2,62,2.8456,0.028456,5,7,100719,8,1,556,98,F,42022,903,561925.81,O,1,30419,1,8,5.9297,0.059297
22,76,5,4,63,5.959,0.05959,4,6,111913,1,5,687,89,D,71517,596,92734.23,O,2,62313,6,9,6.1988,0.061988
25,35,5,8,63,8.4188,0.084188,3,8,101813,3,6,123,6,G,12714,31,3099.3,F,0,102020,8,0,7.1727,0.071727
35,15,1,4,60,1.485,0.01485,7,6,92214,8,0,195,35,B,122421,853,-2679.21,R,3,80123,4,6,5.937,0.05937
57,56,1,2,66,7.5029,0.075029,8,6,60116,0,3,472,4,F,70917,647,-882.1,R,6,62419,8,6,4.531,0.04531
25,76,6,2,64,4.2965,0.042965,1,4,51415,6,5,691,83,D,52618,612,407.2,W,7,42022,8,5,9.4206,0.094206
90,35,6,6,68,6.3134,0.063134,6,1,102922,8,9,173,20,E,31416,547,-530177.75,W,2,20914,2,1,8.833,0.08833
14,35,6,8,62,6.9577,0.069577,6,4,62315,4,6,438,27,A,40516,599,92206.87,R,0,51421,0,2,3.8551,0.038551
93,15,2,5,60,4.124,0.04124,1,8,21720,5,2,901,54,C,101715,275,-860783.41,W,6,32813,7,4,3.8637,0.038637
16,56,2,2,68,1.6118,0.016118,5,3,33118,9,4,85,71,F,32118,354,81144.88,R,2,121621,8,4,4.4627,0.044627
23,15,2,8,63,4.659,0.04659,1,0,12213,6,6,380,25,A,121023,865,-105.74,R,3,81917,4,0,4.5068,0.045068
19,56,2,4,62,8.6282,0.086282,3,7,90619,6,7,251,16,D,61421,141,-8855.44,O,3,102319,2,8,5.1792,0.051792
76,15,3,1,66,9.4982,0.094982,2,0,112617,4,0,484,32,G,21621,31,924689.33,F,7,72519,5,7,7.9233,0.079233
37,35,7,9,64,4.2489,0.042489,1,5,21823,6,5,734,29,E,60416,132,-91129.9,O,5,42523,4,2,7.4019,0.074019
46,56,2,7,67,7.268,0.07268,5,2,113022,5,4,325,74,G,72521,524,-797.34,O,7,32019,5,0,8.5677,0.085677
73,97,2,9,60,6.7451,0.067451,5,8,62919,1,6,472,5,D,80215,286,-90073.18,W,3,120920,5,5,2.8865,0.028865
94,56,3,5,62,1.8581,0.018581,4,0,52015,2,6,199,4,A,22522,916,935.5,F,5,112214,2,5,5.262,0.05262
81,76,8,4,63,5.4407,0.054407,7,9,102713,6,9,570,34,G,62222,423,816.94,R,2,41019,0,5,6.3151,0.063151
61,76,8,3,66,3.3157,0.033157,1,6,22713,9,7,456,73,B,102523,201,127964.95,F,3,112619,0,7,1.8189,0.018189
97,35,8,7,64,3.5262,0.035262,6,0,40720,9,8,878,70,F,110216,336,907.84,F,3,70321,1,1,4.4348,0.044348
57,15,4,4,66,8.4959,0.084959,1,8,111321,3,7,14,73,F,72119,616,-553970.66,F,7,91422,6,8,8.288,0.08288
49,35,9,4,61,6.2423,0.062423,6,8,31319,0,3,43,55,E,71421,931,610214.95,O,4,120613,3,5,5.8001,0.058001
54,15,4,9,62,4.3238,0.043238,7,8,21716,6,4,419,63,D,81819,484,-48621.46,F,0,70716,9,3,5.7865,0.057865
79,56,4,6,63,8.795,0.08795,3,5,120717,2,9,689,76,F,52815,824,-981.85,F,4,30114,4,5,1.2248,0.012248
67,56,4,7,67,9.1507,0.091507,2,8,100523,7,6,772,8,B,92916,510,64616.54,F,8,42023,0,4,5.8431,0.058431
69,97,4,4,65,5.1684,0.051684,2,9,11814,0,2,826,14,F,32019,10,995.8,O,1,31715,6,2,2.864,0.02864
25,15,5,5,64,9.4324,0.094324,4,9,111919,0,0,644,65,C,30819,713,6148.2,W,8,52020,5,1,2.9329,0.029329
48,56,5,5,63,7.3101,0.073101,6,2,51219,2,6,18,84,B,111320,214,722.51,R,5,70220,5,9,1.8586,0.018586
42,97,5,2,67,6.4651,0.064651,5,9,31016,7,4,348,81,C,62213,542,-6620.9,F,8,41722,4,9,3.262,0.03262
52,56,5,7,65,8.984,0.08984,5,0,22819,5,4,255,67,F,113020,513,-5736.63,O,5,31623,5,9,1.228,0.01228
46,97,5,4,64,3.4569,0.034569,7,2,122815,1,1,612,88,A,41222,919,7585.9,R,0,80216,2,1,1.5897,0.015897
21,97,5,5,64,9.9422,0.099422,3,8,62414,1,8,589,80,C,52015,793,864.73,F,0,10921,3,5,5.1245,0.051245
18,56,5,9,62,7.8846,0.078846,0,8,53119,0,9,684,29,F,53018,80,-501767.26,R,1,21721,1,3,5.9268,0.059268
37,15,6,5,66,5.5767,0.055767,4,9,31622,4,3,234,87,D,30119,791,-9255.84,O,0,41717,3,9,1.3173,0.013173
26,56,6,5,66,1.3835,0.013835,6,1,42617,8,2,845,46,G,62617,654,-581514.65,F,6,11419,6,9,8.6474,0.086474
57,36,2,1,60,1.6217,0.016217,2,1,81222,1,9,525,28,C,122021,556,-9399.54,O,5,51616,3,0,6.6445,0.066445
30,77,1,7,66,1.3157,0.013157,2,1,121318,0,7,553,42,C,30317,669,737.81,F,1,33123,6,6,2.5922,0.025922
22,36,2,3,63,6.176,0.06176,2,2,82916,8,0,386,58,E,112516,235,-672383.3,W,1,20617,8,2,3.5451,0.035451
93,97,6,5,67,7.4037,0.074037,8,0,13018,4,6,843,25,B,50914,866,7423.3,O,3,90515,1,3,6.8302,0.068302
83,97,6,9,65,1.5656,0.015656,1,5,40517,3,8,43,33,B,50117,892,-6140.67,W,0,11718,2,7,1.3283,0.013283
5,56,7,4,65,1.4116,0.014116,5,3,121621,5,7,381,62,F,42820,460,454776.6,O,2,101818,8,6,7.2717,0.072717
82,15,7,9,63,5.3208,0.053208,0,6,122219,8,5,587,12,G,90717,686,925.87,O,3,100514,6,2,7.8983,0.078983
85,97,7,2,66,1.5659,0.015659,0,9,101918,3,2,303,63,D,102015,392,925682.56,R,6,13018,1,0,6.293,0.06293
1,56,7,5,60,6.5585,0.065585,4,1,90423,3,1,420,11,C,21720,994,-96283.93,O,1,102417,2,6,1.442,0.01442
34,97,7,4,61,5.72,0.0572,8,5,122715,0,2,163,92,G,20813,617,-8906.15,F,4,110923,2,2,1.9044,0.019044
17,15,8,3,63,7.2852,0.072852,5,3,41221,3,3,66,97,A,42116,374,80945.21,F,2,71317,4,9,7.3428,0.073428
26,77,2,3,66,1.3675,0.013675,6,3,70123,3,7,215,9,A,91723,316,886.39,W,2,111319,8,5,4.702,0.04702
36,97,7,7,63,2.5835,0.025835,7,9,102117,1,0,754,87,B,92014,438,-430.44,F,7,11713,8,5,4.5803,0.045803
