FD-CDE-2,FD-CDE-3RD,FD-CDE-4TH,LN-NBR,TYP-PLAN-CDE,WRTDWN-AMT-SCRD-RE,WRTDWN-AMT-NOT-SCRD-RE,BEGNG-MKT-VLU,ENDG-MKT-VLU,NET-RECVRY-VLU,POTL-RECPTR-AMT,RCVB-AMT-DUE,RCVB-AMT-PD,DTE-EFCTV,DTE-MTURTY,DTE-LST-CSH,DTE-FNL-PYMT,DTE-LST-RGSTR-DTL,RGSTR-TYP-LST-TRNSCTN,EQUITY-SALE-CONTR,APPLTN-CDE,FULLY-PD-CDE,FNL-RCVB-CDE,DTE-SALE-PROP,DTE-COMPLD-SRVCG-APPLTN,ASSTNC-TYP-CDE,DTE-OBLGN,CR-APPLD-NONCSH,DTE-LST-NONCSH,SUSP-CDE
28,1,9,51,6,-61217.84,10634.15,-65113.33,-77999.63,-77451.89,15046.12,62216.38,98392.24,50214,42734,51123,43034,21322,37,39,Q,T5,6,31321,91019,196,11819,13639.22,10816,4
28,2,2,38,9,63873.57,-82651.69,74071.44,-97519.75,14753.46,59008.19,-38385.48,-2147.13,60413,53033,52023,53133,30620,70,60,M,W0,8,81014,81122,180,72713,-47093.61,82119,0
28,2,5,47,8,-21659.99,-90390.65,59389.24,-67447.59,-19547.42,16948.29,-13062.19,70900.83,40413,32843,52123,33143,71220,64,65,D,M2,1,60318,80520,138,62818,66903.32,122018,7
28,2,8,32,5,68702.62,1225.05,-23742.4,-4518.58,-28685.36,52103.5,-48517.07,5081.67,101411,100641,50123,103141,71221,22,3,5,S2,8,43118,113123,107,33019,-37403.09,90715,2
89,7,3,4,9,-25405.25,93473.69,83850.36,86058.17,6292.35,-66653,-50591.39,16124.82,100712,100232,51323,103132,53021,66,32,V,Q9,7,82621,91223,187,51323,-33685.28,71021,7
48,7,9,44,6,-40017.72,6536.88,-2240.31,3919.6,-97646.99,-6149.47,-42570.68,-72356.84,92612,92422,51423,93022,62615,97,18,C,F4,3,112818,90419,134,70623,25353.08,32523,4
89,7,6,24,9,96473.58,-34867.18,-14158.38,43824.39,-96083.77,-8982.23,-16065.9,16254.49,11910,11720,51723,13120,80819,53,52,R,R7,1,120418,82921,171,60523,48923.68,22715,0
28,3,5,51,2,-84257.1,37867.34,-93039.23,40320.53,-4450.87,-65640.32,-55204.96,-88359.07,32114,31344,50423,33144,121921,31,69,1,A4,7,71716,12618,150,62120,45189.54,31722,3
69,3,2,23,0,69899.81,22334.69,-17927.37,-27496,-39818.27,56849.32,5465.36,40810.58,52613,52133,50423,53133,70421,45,87,7,O1,3,80423,121022,146,61115,8465.64,101814,1
89,8,1,69,1,64594.61,-13576.64,-18379.34,61443.5,-14129.46,77014.16,64289.92,45892.66,92713,92233,52123,93033,30619,66,58,2,V9,8,23122,32016,129,50219,-98401.98,110214,1
48,8,7,33,4,-12863.12,20311.48,-30288.9,78098.4,13170.09,-98227.88,-14034.38,-79197.08,112810,112040,50923,113040,91115,85,42,K,T4,6,102622,51114,169,82614,10406.5,92822,1
69,3,6,92,7,-22804.02,-97590.52,52189.03,-19769.66,23223.52,69087.44,68682.98,44261.46,12910,12720,51823,13120,122018,42,37,8,R7,9,11118,20219,200,50914,28112.39,122616,7
89,8,6,25,0,-75827.22,95502.85,63552.94,12319.43,38225.63,10017.36,-10578.67,85720.03,90514,83134,52423,83134,92216,48,15,8,W0,9,10516,72418,173,11517,9200.24,61918,3
28,4,3,96,5,54316.77,-63637.21,-86748.87,-83450.17,86368.92,-81780.6,30962.67,-96324.91,111813,111623,50323,113023,93013,23,34,Q,V5,7,41817,20421,153,102421,77302.06,71022,8
48,9,1,20,8,18308.13,26919.42,59925.16,91430.94,-46058.14,25134.73,42836.11,-34561.16,120410,112640,52823,113040,81520,54,53,6,S9,4,60317,102318,188,12020,-44807.04,101521,5
89,8,9,75,4,1764.67,38132.14,-20245.01,45786.93,-11804.19,86533.98,51678.74,-24098.5,12814,12624,51323,13124,31013,48,73,T,Y7,6,50320,92420,117,30619,-7758.46,23117,8
69,4,1,7,7,88508.95,17833.25,-40679.16,4305.6,80076.38,34416.03,-86463.82,-86952.91,80812,80622,51223,83122,110214,94,7,K,M4,2,40122,50621,189,120218,-1017.26,90619,1
28,5,5,77,9,41567.55,89825.56,7637.5,-75421.92,93312.21,23836.32,95153.24,41432.36,52011,51721,52123,53121,50819,33,36,R,A9,3,42116,61413,193,52215,92318.27,43113,4
28,5,6,60,2,84731.76,1139.55,14238.91,-55013.85,-91693.16,88401.36,42405.43,-75275.92,42310,42020,52323,43020,111115,47,36,W,X9,5,81713,41614,151,60317,41224.73,120214,4
69,5,3,15,6,-29886.79,10075.02,99244.24,4544.96,-36022.51,-4373.38,-33496.44,-21738.55,62513,62323,50823,63023,62920,13,48,G,N6,2,51319,60814,109,121120,-54868.1,20721,6
28,5,9,93,4,-99949.55,97729.42,2872.27,28682.68,-98513.37,98642.96,-21754.72,62630.3,111212,110732,52423,113032,110117,68,48,A,S8,2,20917,100319,196,31223,-87265.35,41113,9
28,6,5,65,9,-63146.45,98251.82,97911.84,-52152.12,-59710.74,-70191.27,-25721.65,-31900.95,110110,102730,52623,103130,50517,92,43,9,Q5,9,102014,21119,147,62221,-80063.01,103116,6
28,6,7,98,6,-95038.08,-58501.09,-33236.14,71892.32,75213.56,8548.06,-76726.03,57993.14,102611,102321,52223,103121,32215,40,25,K,P5,9,102421,121413,166,110320,-9117.8,102614,1
28,6,8,30,8,-772.74,14185.62,3156.3,66831.51,32573.75,51356.36,81824.45,-76822.5,100211,92731,50923,93031,122616,57,94,O,Z2,9,100315,82223,147,90714,-81025.32,110523,8
28,6,9,88,5,22413.8,-88077.74,14974.49,-48615.41,-86160.19,-99923.83,-95696.78,-24496.14,61314,60544,52823,63044,73115,49,55,9,R2,6,101318,72920,181,101523,-19391.99,60614,5
69,6,7,49,1,-95297.66,-6831.67,-10293.22,-95721.46,96871.08,-40895.65,65538.86,-65692.31,121110,120340,51123,123139,123014,38,22,Q,M9,4,62919,30514,195,31114,-66091.58,112018,7
49,1,9,95,1,58236.42,-32435.05,42660.81,-40926.81,91388.2,82614.48,-48072.69,-52991.58,123112,122632,50323,123131,123119,11,8,C,A2,3,32417,110416,124,101318,-66431.09,11619,1
28,7,4,27,8,22168.59,57031.07,81415.59,-625.38,68100.96,36968.81,81517.26,-53167.03,51811,51521,52723,53121,41415,66,22,1,U7,9,32217,81814,132,32017,-44413,122421,8
69,7,2,63,5,33856.68,37930.69,52659.8,69520.73,64666.06,-15634.57,1285.56,1472.12,11011,10531,51723,13131,12419,19,62,B,F9,7,111720,110722,142,62415,93616.16,10514,0
49,2,5,30,3,66862.22,95110.76,-52725.76,73527.89,12325.38,72227.59,-53082.24,-56101.9,60311,52931,50123,53131,61213,81,93,V,T5,2,32014,32013,172,42918,-2744.84,30718,4
49,2,8,25,0,-6023.44,-52063.83,-37565.13,34961,54802.73,-20653.11,20834.7,-28484.74,70711,70231,50823,73131,101218,51,4,E,H1,6,70822,62021,120,40523,88521.79,80221,0
69,7,7,97,8,-27742.8,7287.4,-69076.24,-57076.46,-36727.74,-13529.58,80661.46,90617.97,120813,120623,52723,123122,111321,27,10,I,G2,8,50921,92323,168,11914,88746.65,61018,3
49,2,9,16,6,-78393.8,22511.94,60101.78,-59490.38,-3622.82,-46302.52,-2568.99,67857.19,42214,41924,51423,43024,90513,89,45,M,Z0,6,20313,92313,122,72416,91145.5,103019,6
49,3,8,18,5,-53538.81,-44558.94,-94659.29,74857.9,88704.06,-46367.7,-17254.59,70250.28,63010,62720,50723,63020,90814,74,54,9,A7,5,52614,11613,139,100719,27081.41,82117,4
49,4,1,69,9,-38891.65,-48420.92,43448.69,93973.09,53160.12,95663.04,-30077.14,-73466.67,41610,40840,50223,43040,82216,48,83,D,P7,5,92115,121123,128,112621,-29996.17,82121,3
28,9,4,80,2,-90746.03,288.67,94143.06,9362.49,74640.12,-84356.7,-70630.23,78036.98,40813,40143,50323,43043,53117,59,8,Z,A2,2,121418,71720,187,70415,-3579.73,40715,6
28,9,7,11,1,-10401.53,-53852.42,-57451.25,30751.41,22014.36,91468.75,-11244,94769.78,112713,112523,50123,113023,82422,43,83,N,O6,1,21523,50815,141,110617,48577.46,92618,0
69,9,3,25,8,29826.72,20159.61,-30860.65,47022.61,-88508.36,42945.81,36281.86,23986.44,12610,12130,52523,13130,11818,38,45,P,L9,4,12813,111323,193,120721,87121.46,91523,3
69,9,5,84,5,-8959.54,64254.11,97087.48,62215.42,-82735.87,-74999.61,-9406.26,-77738.66,71414,70934,50123,73134,21319,55,80,A,B0,5,40722,110218,110,32520,-36064.19,102717,4
49,4,9,33,1,-95669.27,34975.26,19474.42,-22158.72,-34421.36,-23414.75,10036.55,-7762,31012,30822,52323,33122,40819,18,30,J,J1,9,101017,13120,153,22119,75117.01,110920,7
69,9,9,59,6,-12149.05,28192,-44683.08,93637.05,-13282.13,-82469.82,98502.72,99838.39,70212,62732,50223,63032,92713,32,17,F,O4,5,80921,62221,136,80319,86721.44,31414,4
49,5,8,44,8,-87657.1,-70030.64,-60333.04,60026.38,-85067.67,37425.08,6318.86,58529.12,70313,62833,51523,63033,31218,80,26,H,R8,4,121418,11023,187,72916,-50524.48,110619,8
49,6,1,85,3,-22602.71,-52422.12,11965.03,1219.49,-74492.93,-38106.43,93686.85,-1907.85,52111,51341,51823,53141,82120,87,38,D,N1,6,71316,33119,141,30920,-97713.86,110823,2
49,6,3,46,5,-95102.14,-35114.56,5875.22,69721.38,-24290.32,8094.21,-8412.19,22797.31,101410,101120,53023,103120,52819,90,48,T,C0,7,93122,101221,157,62723,14147.22,31616,8
29,2,1,13,3,69602.2,54923.1,-13006.46,22854.65,63400.98,90648.28,65954.25,-96212.53,62113,61923,52523,63023,120820,27,74,J,R1,4,62222,92622,137,52017,59294.73,60513,0
29,2,2,96,9,-73571.78,57930.19,63724.32,-76294.83,77907.62,-86404.57,-71831.53,61038.6,101314,100834,52823,103134,31714,72,64,4,J8,5,81421,101215,186,91923,-47430.27,100517,9
29,2,6,61,7,-24714.43,-34282.59,13934.38,-90084.86,91156.42,-29298.26,-12393.78,-82861.83,50913,50433,51923,53133,21113,97,40,S,L1,1,90320,100519,178,110115,-50286.4,62422,7
49,7,5,44,9,-94519.46,15177.46,-59947.99,72206.22,53612.14,-89752.02,68317.55,-35996.21,72313,71833,50523,73133,110622,14,75,X,H2,6,81819,31519,104,42223,93832.09,92622,6
49,8,2,74,0,-90682.58,-91449.18,-13656.39,61255,53889.49,-76398.72,47797.62,46619.85,90410,90120,52423,93020,80116,83,59,E,G8,7,100823,112515,197,81517,86620.04,121815,6
49,8,5,14,0,-90477.05,3005.8,-82618.69,-86958.46,-80104.92,35819.32,93075.04,86421.56,70411,70121,50923,73121,70920,83,76,Z,U0,2,31618,30814,114,70113,-3215.33,100720,6
29,3,7,80,8,-10698.1,67194.07,-97221.03,-27109.81,80108.29,-49063.73,44805.24,-10630.35,120812,120622,50723,123121,80522,63,77,M,N7,2,52818,21723,157,121220,15821.74,30614,0
49,8,6,7,5,-63231.01,-4313.86,84061.71,80422.06,-74586.5,72638.74,99562.18,-45266.53,83012,82342,50923,83142,42114,51,87,0,X8,4,11423,50517,157,41116,-74047.83,82813,7
49,8,8,25,3,52715.94,55487.34,-47126.86,28359.72,88144.13,16656.67,-99643.55,99829.06,121712,121042,50923,123141,51222,76,12,V,F5,3,21413,81522,167,20621,61961.4,72416,0
49,9,1,2,8,64413.75,32913.73,90609.5,80586.4,-19657.25,93811.71,23644.66,1556.48,122412,122222,52523,123121,22222,4,17,W,O5,2,122019,21219,132,100615,-66839.7,60420,8
49,9,2,66,8,-8292.14,20409.47,53610.01,-45273.58,36375.02,-86239.4,-87504.52,-97990.67,42313,42123,51123,43023,11715,5,43,1,X4,8,71119,30316,100,102513,-89545.79,70313,5
29,6,3,28,5,-9548.16,86520.89,-11624,-84082.12,90772.58,77509.74,66473.17,-12815.82,40514,32844,50623,33144,80617,47,68,9,Q7,3,122518,120119,155,122019,68145.57,81622,2
29,6,6,33,5,46630.73,97387.68,-4557.42,74438.82,97745.71,95336.6,68066.7,60796.41,60914,60144,52723,63044,90618,10,16,1,F8,5,90318,22823,106,60718,96214.48,52117,3
29,6,7,46,1,39433.2,58825.47,96711.94,51773.98,-57048.72,29467.98,76632.43,-96115.82,92612,91942,52223,93042,52318,28,45,O,I7,9,100423,121920,185,43117,95142.3,92320,4
91,1,2,97,4,52269.63,-97204.85,-97334.94,-1205.89,22744.11,-8067.4,-2808.19,-82787.42,61213,60543,52723,63043,42221,48,71,U,A0,1,82313,21115,185,92119,70177.75,52820,0
29,6,9,50,5,18305.06,24275.05,77057.3,17157.44,-11242.87,-85366.95,72388.36,-84489.04,72010,71530,53023,73130,110821,89,33,K,U3,8,22620,63121,110,121921,-38727.61,40913,7
91,2,2,94,1,-40853.47,91757.82,95084.15,-48075.72,-90039.93,88875.29,1929.25,-18444.7,90212,82642,51923,83142,121514,94,59,8,X9,1,72719,31820,137,21718,-91785.15,42717,5
29,7,9,51,1,1330.71,62807.05,-29796.64,77677.26,32488.23,36153.69,-43202.7,-56691.86,52411,51931,52923,53131,21813,89,26,P,A1,8,122023,60522,166,112223,-83210.89,92215,2
29,8,3,88,9,93721.9,8298.7,-40184.78,-75625.21,-98337.02,-94086.73,-25150.72,-10022.97,72912,72242,50323,73142,81720,89,60,9,T6,5,10619,120615,199,10814,76844,92819,4
91,3,1,73,4,-29621.79,63520.53,-53549.76,60048.48,67766.84,-16379.88,28725.34,48169.49,60112,52732,52123,53132,50318,25,69,S,J0,4,82217,60723,115,40419,20965.5,101719,2
91,4,2,25,0,33894.58,-60219.45,-21320.9,27242.66,-89606.31,-89349.67,70267.04,50740.76,80910,80430,51523,83130,73122,37,58,A,X3,3,122523,12818,195,11019,32255.33,110813,4
91,4,6,43,7,18715.94,79841.25,-7767.72,-52637.54,40732.69,-73285.58,79296.01,-19565.38,52312,52122,51323,53122,81818,97,67,8,I3,9,82220,80123,155,102519,-65398.92,42821,2
91,4,9,41,5,-86387.81,-60041.13,54730.51,26329.38,18501.49,94802.01,58682.75,-86794.46,100614,100134,52423,103134,121213,32,93,G,X1,5,111323,60819,112,32015,-53829.65,72518,0
91,5,5,36,6,76713,31270.59,-34271.23,-90297.97,-59901.94,63438.78,58191.89,-349.29,120510,120220,52823,123119,111413,39,76,L,C2,1,111423,61913,183,33113,65253.81,112823,8
91,5,8,35,4,59642.15,-37524.78,-89679.72,57520.12,51027.16,-53804.86,95002.65,-21941.44,10511,122840,52523,123139,112214,62,16,G,X1,9,62117,91113,108,51414,-81471.63,93021,1
91,6,3,61,3,50404.73,31945.99,6586.19,-88059.83,-48027.9,15578.85,-70245.96,15350.07,31013,30343,51323,33143,61919,36,13,O,Y8,4,53013,50522,171,52619,-41439.09,20120,6
91,7,5,68,6,2685.76,-59369.23,74274.95,78977.26,-25898.29,-4370.23,-82789.9,85801.42,91813,91333,50623,93033,100113,27,29,P,T7,5,91519,42513,137,120516,40916.26,112323,2
91,7,9,33,9,96654.93,90426.65,37791.08,1025.64,-97454.81,-51184.62,44238.2,41804.95,100313,92643,51423,93043,60113,49,94,1,B1,1,11518,52517,130,102921,28541.59,111919,5
71,3,6,95,0,75700.88,-96954.07,-46414.73,-38935.77,37988.86,-61319.96,86278.79,48414.2,41410,40640,52723,43040,62518,23,84,P,T7,1,22122,32821,101,21023,91820.04,51715,3
71,3,7,42,0,-61928.52,41548.23,55950.45,4037.87,-51186.81,-13235.44,50763.15,66789.94,52111,51821,52123,53121,71213,71,57,1,S5,8,60615,60915,120,51614,98221.32,22223,3
91,9,3,11,3,14632.97,-55126.09,-5979.84,16855.56,-46214.08,84531.65,93344.53,56967.82,80912,80722,51223,83122,11516,9,59,C,Y0,2,110322,10516,147,82521,63586.48,22816,3
71,4,9,73,1,-32828.65,-88143.99,-3764.66,26996.29,15182.11,99511.38,-39128.24,-24324.41,10610,10130,51523,13130,12114,69,59,S,C1,9,51323,10515,131,70319,57803.15,20616,1
71,5,5,29,9,43471.83,-85152.77,70488.72,47786.7,33225.78,35462.4,26865.86,24288.9,40313,32743,52823,33143,81316,57,35,5,K9,3,112319,20316,115,111317,84583.07,90820,6
71,5,9,39,5,-52052.25,29288.45,60992.5,-45615.93,-20207.02,45622.22,-65485.65,-97996.13,61410,60930,51223,63030,63013,90,87,N,S5,9,22219,91017,169,72815,-76143.64,101519,7
51,1,6,29,7,14618.08,-13470.48,25710.92,41132.08,94781.45,-96251.95,26678.91,-37725.67,122913,122723,50623,123122,102616,39,98,4,E6,6,121123,30822,176,72422,-17122.42,111018,8
71,6,4,18,0,4518.48,53537.04,40441.94,10359.82,75199.79,67237.46,-57449.86,22505.43,32014,31724,50623,33124,30314,29,43,V,R4,9,62219,120622,157,60613,60404.93,102418,0
71,7,5,76,5,-26963.48,68544.4,-59101.79,62223.98,30836.98,12107.28,-15294.63,-73509.42,62812,62332,50323,63032,42818,57,27,4,D1,8,30919,121013,181,62820,-24309.06,61922,2
92,2,9,82,4,56507.95,-60962.16,74150,44352.16,-14874.76,-62956.26,24607.81,32847.25,12111,11821,51923,13121,102419,31,89,8,N3,9,71817,113117,132,90323,29433.32,43017,8
71,8,1,9,9,-59089.32,-81840.54,76376.48,-41993.48,-90113.93,-43391.79,99726.74,43241.56,70814,70334,51223,73134,52018,98,15,V,U6,7,123016,82522,146,110722,65730.22,22821,4
71,8,5,63,6,52027.14,-35174.55,-52653.42,-86784.31,45089.67,-70776.74,-8800.26,-95417.99,41014,40244,50723,43044,22117,57,13,J,V8,5,101513,80718,198,121717,-65560.33,42318,6
71,8,9,75,3,-51188.16,95664.24,12232.67,52810.74,85064.51,-54972.35,82702.37,-23146.93,50311,43021,51623,43021,41420,97,1,E,K3,2,92918,41814,139,31817,77873.5,60214,2
51,4,3,98,7,-44448.04,41478.59,69436.35,89591.59,28564.25,85800.26,65086.64,-57743.86,50912,50432,50423,53132,31213,57,60,I,P9,2,92723,82715,195,120216,62445.74,120120,4
51,5,4,54,3,767.51,-61186.27,-80911.83,42008.35,-67582,70973.68,24741.8,-13537.77,80412,72842,52523,73142,40117,45,1,U,J1,6,51222,111217,158,91917,-92507.26,112323,0
51,6,4,80,6,48858.1,-63025.74,9720.72,-21663.58,3691.22,-36739.75,-1093.3,59755.69,71310,71020,51123,73120,12615,52,91,W,W8,2,101022,41914,121,12316,-6097.41,60416,8
51,6,6,99,8,40197.3,81498.63,45501.37,83235.14,92001.3,15642.69,-54759.01,-91193.22,81214,80924,50823,83124,61515,1,30,W,E9,2,90521,21318,153,90114,-42037.17,70623,3
92,6,3,38,3,48797.45,-20659.7,-5943.43,5662.21,-41567.04,34121.61,93680.92,-62817.61,83012,82342,50523,83142,100913,2,33,Z,Q6,6,101415,52913,182,50716,-75104.62,61615,5
72,1,4,69,4,45330.95,58568.45,-81238.59,-88590.19,68441.55,-23896.39,-28570.46,38354.6,60712,60522,52623,63022,80118,26,72,L,S9,2,110814,63113,161,13116,-91748.4,13115,3
31,2,1,27,5,-65481.84,2524.54,-34558.61,-96106.35,-72622.82,95614.61,92596.11,27198.5,60813,60143,52123,63043,110916,96,54,S,G8,1,121214,83117,180,120717,-98370.96,60713,7
51,7,1,34,3,83403.26,46308.48,88569.78,-90729.09,-44643.37,43599.54,-85578.14,12962.51,83111,82341,50323,83141,112421,99,78,J,X6,8,90121,101120,174,72719,99873.92,71414,0
72,2,8,26,2,98110.14,24490.31,27487.69,80325.65,-94960.39,-17129.98,-61735.5,-61682.19,11812,11042,51623,13142,10917,55,91,C,Z5,8,111919,80321,105,61817,10984.12,92922,1
51,8,2,2,5,37226.44,-62390.7,-68893.17,40097.86,93771.02,-4036.64,-25016.08,40890.28,72811,72521,51523,73121,12017,81,28,C,C2,3,61620,121915,161,72915,39188.01,30520,1
92,7,9,51,3,-7379.35,61093.18,6090.77,-67702.03,34400.75,21424.29,71790.48,95869.1,71414,71124,50823,73124,111821,28,69,A,O9,4,90818,100219,160,101422,2278.17,121819,8
51,8,4,81,1,-99931.56,79755.66,-82667.88,52414.47,70130.08,94896.17,95826.9,54685.91,61813,61623,51923,63023,40718,21,41,8,F4,6,22416,122814,160,31214,-65366.81,41614,8
92,8,1,60,1,-60967.26,67075.5,36009.06,19506.07,62511.07,-48498.41,60015.85,-46862.66,103110,102340,50523,103140,10218,69,64,C,J5,8,42521,30423,147,32222,871.39,121022,5
51,8,5,42,6,61609.5,-65882.28,18368.58,11069.43,64553.3,80908.31,63761.04,-20534.09,41810,41040,52623,43040,121413,7,34,8,N7,3,111018,121018,169,30113,7657.24,121320,0
51,8,7,8,6,-42817.91,23778.35,68694.74,-12017.74,3804.58,78133.17,64973.04,5811.77,112313,111833,51523,113033,120613,81,68,U,T5,1,51922,72422,106,100218,-38277.28,62313,3
92,8,3,64,1,97093.05,-47709.58,-51317.68,-57576.52,52051.7,29464.09,108.08,-14720.86,10913,10723,51123,13123,41517,58,74,1,V9,7,21813,102118,177,52221,-28438.64,120315,2
72,3,6,80,6,48740.93,98212.24,-8754.66,66234.2,-55766.33,-65291.71,60888.74,84081.68,102110,101630,50823,103130,121618,48,75,B,N7,4,81313,20423,186,83021,-27551.14,10223,1
92,8,2,63,9,74914.98,98458.23,76581.72,-66103.53,21323.7,-81619.68,-88528.83,-87848.46,120311,113021,53023,113021,31522,34,3,5,H4,2,50916,11114,100,102121,93531.21,122019,2
72,4,1,97,7,40401.49,-99947.19,92154.35,-50097.19,38155.01,-55113.51,34885.17,58895.56,101012,100342,52523,103142,70220,28,14,O,R6,3,41313,111422,104,81317,14385.43,43021,1
51,9,3,17,1,-58405.54,57979.78,-36559.11,-71650.65,64564.17,26318.97,90201.1,24716.84,52413,51743,52423,53143,121822,88,12,3,M8,5,80514,31723,177,91722,-87270.22,52223,0
92,8,9,60,8,24516.98,80448.19,22061.71,50464.01,-1553.22,-19068.58,68971.63,-73353.06,11914,11244,51823,13144,61720,61,78,W,C5,3,40617,120114,195,80122,23065.63,72219,9
92,9,2,58,6,-61128.97,-13039.62,36302.97,-39920.66,-38751.46,42456.49,-16484.7,19200.07,71111,70631,52123,73131,120817,51,50,J,B8,9,101820,122714,130,70517,-61140.66,10918,3
92,9,3,18,6,-82380.38,36464.94,78874,-97970.99,7175.71,69118.55,34311.42,-23445.73,81512,80842,50223,83142,82221,73,93,6,Y8,1,61414,12522,164,42720,-84681.5,71219,4
51,9,5,10,7,-91428.7,-54801.68,22510.4,-37779.21,-26229.85,-89387.21,33858.22,-53482.77,112714,112234,50123,113034,102317,50,62,N,T6,6,122113,53118,104,112019,-50840.37,101921,5
72,5,1,76,1,2754.21,-52296.97,-90611.65,51765.75,-46591.28,-74067.36,-27935.21,6477.5,62312,61642,50523,63042,41714,33,46,5,R2,1,71918,90415,123,100816,-72715.43,92619,4
92,9,9,2,3,86277.48,-67369.51,63433.6,83601.95,70247.23,8038.79,14672.47,-12713.07,122513,121843,52123,123142,70813,18,25,E,J2,8,52717,11823,144,81420,98188.74,11818,6
31,5,7,25,0,2708.22,7021.32,84669.68,42715.56,69194.43,96664.69,23728.51,4165.71,73113,72443,50823,73143,110719,57,40,A,X0,6,31223,51714,163,20822,-42896.05,62322,9
31,6,2,65,0,19088.93,91431.67,-89131.91,37388,37601.72,51440.27,-8251.9,85462.65,61510,60740,50423,63040,41818,87,67,W,P5,7,100822,121017,128,51723,-71758.06,82720,9
31,6,3,56,4,74727.83,-25046.56,-22084.84,32171.9,7185.55,53636.03,-53268.24,76710.85,71814,71524,50823,73124,71422,37,83,F,Q7,7,20313,71621,192,42318,-12476.16,40215,5
52,1,2,91,0,-77945.05,-65297.12,87853.51,12831.3,-92879.86,-52806.44,47988.18,78942.01,62114,61344,52423,63044,11814,56,74,E,G8,2,112918,81718,111,31522,36480.2,12014,6
52,1,3,94,5,61968,55934.82,-91879.65,54711.62,-8493.26,-15290.94,42839.85,-96994.66,51711,50941,52323,53141,21522,88,7,K,Q6,2,83123,11817,132,120913,8777.11,61016,6
72,6,3,75,1,-66174.15,-98774.05,88806.7,-99802.26,82012.27,79258.96,-78361.5,54180.18,101312,100832,51323,103132,10314,18,68,H,N5,8,70614,11721,180,21023,90658.14,101918,5
11,2,1,31,7,-72808.99,2755.55,-14773.66,38771.01,69357.46,-69433.2,73318.23,-47350.94,11810,11140,52423,13140,121915,66,36,P,G3,2,110717,80815,118,61819,-28517.85,32613,2
52,1,7,24,9,64753,-51647.02,-86248.81,-70340.15,-89073.22,46235.51,-51196.56,93514.27,110613,110423,50623,113023,40619,9,56,H,G6,6,61118,100913,165,122619,-30502.71,120916,4
93,1,6,93,6,-60474.44,79407.83,33277.97,-65227.29,-72556.21,95838.61,-36932.59,-60493.73,102410,102120,52123,103120,121217,1,21,0,G9,3,101616,52618,200,82123,81834.67,82521,2
11,2,4,63,8,57315.61,61781.6,22278.49,83025.21,-46828.54,-10385.23,57828.52,45785.76,50413,42743,51123,43043,42216,18,34,2,N3,7,120618,90619,156,60421,66992.2,60420,0
52,2,1,19,3,-62787.91,-44006.35,-43511.15,-53786.73,42974.89,-27546.34,-71839.23,-66214.73,122514,122224,50123,123123,43021,98,61,I,O1,4,50123,93120,100,110516,93491.97,31320,2
93,1,8,57,5,-81832.07,-17940.49,99408.58,17133.14,69814.97,-98705.94,1383.07,-176.62,112310,111540,50523,113040,100215,37,20,X,S2,9,120519,22917,107,22818,-34568.05,90822,4
31,7,6,86,4,39024.71,87852.3,28115.1,23155.34,-66449.43,95852.57,42073.58,6204.72,42711,42421,52723,43021,42617,37,90,D,G9,3,122523,61721,141,30618,13336.84,52823,2
93,2,5,4,5,36921.33,-86404.06,-43867.11,32528.2,-58001.31,-95996.85,9144.48,22037.76,10910,10720,52023,13120,51520,59,30,0,U3,1,121017,30116,102,110215,-26633.79,112517,4
72,7,8,31,5,47547.89,-60938.7,-72238.33,9338.69,-34063.95,39993.01,73045.01,87938.35,60111,52921,53023,53121,50315,23,17,X,F2,4,52714,11416,150,20422,-26059.17,10113,1
52,2,9,37,8,-40215.86,40587.08,-81298.76,-55984.62,-10165.29,-36557.82,-8454.45,78867.19,72814,72044,50423,73144,93019,90,90,9,C1,6,102322,41716,106,60114,73227.82,81113,4
11,3,6,13,9,4902.72,94094.09,-75136.34,13569.65,-35023.08,-37590.97,-84360.89,-44330.27,91011,90721,51723,93021,61315,45,9,9,T7,5,121619,80417,107,111813,17957.61,20514,9
72,8,1,85,1,57638.19,31513.34,-75392.4,56912.16,-44616.22,11522.39,-42649.62,-93631.52,62314,61834,50823,63034,122419,41,95,X,G5,4,70114,30514,161,92014,65487.68,10616,5
11,3,9,91,0,-24934.96,-3945.8,-29988.97,63354.6,71810.92,-49199.63,35808.03,36645.58,62212,61542,51223,63042,120413,4,17,U,B2,9,101316,113019,185,31114,90031.12,102213,3
11,4,3,16,9,56369.37,-7315.22,78269.32,96751.6,65042.55,-41731.17,98465.39,81649.66,12112,11342,51023,13142,11120,99,81,Y,W7,6,120414,32920,161,50421,-64432.69,81120,6
31,9,2,22,1,54695.8,53408.48,-34347.22,79276.82,-14061.02,83693.48,-12569.02,85485.04,102710,102230,50623,103130,103119,65,70,4,V2,5,51520,91617,134,113016,26934.19,21823,5
72,9,2,53,0,58230.29,-87048.8,-36970.51,-58345.89,62050.68,-98387.18,83619.32,-23569.26,61713,61043,52423,63043,31313,10,23,J,R5,9,101923,22917,199,11018,-26539.25,72913,8
31,9,8,40,9,29819.61,61846.61,75076.82,87946.82,41338.27,65188.59,41746.87,-16228.15,100112,92632,50723,93032,21918,91,88,5,I7,8,60313,40323,137,31923,52458.72,72820,7
