FY,ENTY-CDE,ACCT-NBR,MINOR-CDE,CUR-MO-CDE,CUR-ACCT-BAL,PR-YR-ENDG-BAL,GL-MO-ACTV,CLSG-ENTRIES,CUR-MO-PR-YR-ACTV,SUBQ-MO-PR-YR-ACTV,MEMO-ACCT-BAL,PREV-BAL-CNTR,DTE-LST-RGSTR-ACCT,RGSTR-TYP-CDE,CTRY-DIGIT
13,69,7666,204,16,-64834.18,795.73,74154.37,27551.91,62084.9,-83020.39,-89352.04,81363.98,102619,20,2
54,65,7667,203,12,98095.27,25510.02,57861.48,41575.93,-40513.64,-93874.42,18029.17,-65054.34,70716,21,7
34,21,7668,220,86,53048.81,7591.16,-16104.38,2173.81,21823.25,59487.27,3757.72,32561.8,21417,23,1
13,74,7669,215,24,-69017.09,-9015.78,-9705.94,-16333.74,552.96,35558.12,56584.98,84565.68,60622,21,3
34,23,7670,213,23,-43079.02,-60065.67,86772.16,-16181.44,7448.81,37860.08,15850.6,-8590.11,51516,22,2
95,68,7671,208,54,83782.28,-26555.19,-85473.3,-71546.3,869.01,81796.83,-94893.27,-14483.89,121818,21,8
75,21,7672,201,41,65963.44,96042.3,56842.91,58586.59,-4070.35,69680.18,90380.86,-65252.89,32815,23,2
13,78,7673,218,29,-89827.93,51249.31,53516.35,30313.89,72169.81,-69112.99,-89949.3,68375.84,123114,21,3
75,24,7674,217,50,-7980.45,29519.6,-20569.53,-62264.14,36494.37,21795.56,-70684.08,35638,62422,20,5
95,74,7675,220,61,-78880.3,-56625.2,10331.31,-56143.58,-1653.98,-48051.79,22305.86,-3359.19,122013,22,7
13,86,7676,207,78,3634.54,-5633.96,-82408.04,37260.97,25176.21,-98850.97,99597.28,62772.41,101113,20,2
54,83,7677,203,20,4158.45,-38615.68,45216.59,89206.93,49060.31,-96040.08,40555.15,96054,73022,20,4
23,11,7678,208,46,57185.92,-50034.55,-45972.13,-11981.8,45741.72,-35731.23,-61101.18,-13908.73,112314,23,4
95,81,7679,212,68,-95472.7,-97724.71,16809.72,70952.94,99246.29,98014.16,33135.62,20846.52,61716,23,3
95,84,7680,210,28,14725.26,-26166.46,-85050.07,18748.32,-42475.62,-91843.38,-85750.82,65585.21,51313,21,5
75,40,7681,209,52,-25926.12,51106.39,-22890.35,30666.78,-8133.98,56847.48,-86857.06,71651.01,52620,21,7
54,92,7682,215,92,-27656.81,54436.13,-62039.54,-85582.75,39045.81,73422.22,-58067.26,-38040.45,112113,22,9
75,42,7683,204,75,-85963.25,8202.9,54488.82,-75470.92,-57965.49,-82075.64,-56077.19,90062.22,72416,22,1
95,90,7684,212,41,94783.91,63393.22,-66136.54,-4660.09,68098.08,44451.72,93241.42,28541.6,70622,22,4
14,0,7685,202,13,66580.9,32863.33,14459.1,-36171.33,99115.83,-33037.94,-5833.14,58689.45,50621,20,3
34,49,7686,216,62,-93847.62,-62138.97,99705.09,-74657.22,77373.54,-92051.95,66595.07,-76079.85,72022,21,3
14,2,7687,200,79,-44519.27,-21434.57,-79222.43,-21528.93,73802.91,61174.18,56523.57,9711.47,13120,22,4
14,1,7688,220,18,19238.3,13535.3,-99858.54,61574.69,-30662.19,-19869.55,3782.13,-13365.72,72619,23,8
75,48,7689,217,86,-54266.92,48401.48,-71305.29,44457.25,56354.47,-28657.22,16278.23,-80529.65,61118,23,6
95,97,7690,210,96,-32686.66,-67044.34,-17895.94,-97522.56,70905.91,-92050.94,-72923.73,65731.33,70816,20,1
96,0,7691,205,81,-99138.77,-91211.91,25747.36,-44516.49,-15984.07,-87902.07,-90857.57,46175.15,91916,23,7
55,11,7692,200,31,-23778.11,-88194.38,-87723.51,-70248.45,71536.45,-35447.48,-33468.97,56555.82,10715,21,1
14,16,7693,204,20,-10401.83,9374.61,-74905.39,-6574.52,64061.25,43696.94,-26198.93,-54908.42,10714,20,4
34,63,7694,201,67,-21844.43,-12299.08,21608.07,3606.91,48414.58,37130.1,13523.29,-83764.99,112918,22,1
14,18,7695,205,64,-24405.28,31657.22,-35197.54,-57868.85,69876.29,-15280.29,6218.25,-70741.87,12422,20,1
96,11,7696,201,11,-49347,20008.96,-28066.65,86410.12,-77039.75,93946.65,-85582.59,-52510.28,92613,23,1
14,20,7697,200,51,-7818.63,-4615.46,-8856.05,-12073.61,31892.02,83426.41,-35508.95,-71106.41,30117,23,6
34,70,7698,219,33,14179.92,-21694.06,48101.85,56062.59,-66490.36,248.27,-91454.1,-39083.29,120215,22,6
55,18,7699,202,22,83852.96,-49605.29,65196.53,80303.57,8397.06,6879.44,83016.33,64282.7,92013,21,4
96,16,7700,212,10,5302.03,-54081.69,14201.57,-79319.45,-98567.18,-85618.01,-29794.5,-77171.82,51617,20,9
34,73,7701,217,53,57246.05,57697.16,-58666.79,28676.69,40847.22,70732.31,-85383.64,-29180.91,31915,23,9
96,19,7702,218,54,-97777.06,32197,-83827.54,40746.44,-61462.93,87939.91,-37417.96,69671.67,110713,20,2
14,30,7703,202,72,68795.57,-48482.79,-3901.95,-76955.43,-89543.32,59636.7,-46010.62,-12162.24,33116,21,2
34,78,7704,214,17,-57268.67,-90098.69,-20253.36,-3639.17,-14374.72,74013.06,-6399.68,-7301.27,22217,22,7
96,23,7705,219,31,-89847.43,14060.58,48969.39,-93102,98802.22,89255.6,15835.73,-32240.86,81222,22,5
14,32,7706,220,68,76483.95,2055.57,93991.89,-38784.71,-33727,46209.64,-7091.86,-9657.34,50917,21,2
55,27,7707,212,12,54810.35,-83135.9,80828.66,-30424.09,-4084.17,30189.6,-7422.2,-12754.64,42817,20,3
75,80,7708,208,69,-6045.46,-54961.76,23981.92,65492.49,74804.89,37050.49,-85473.53,-41706.79,11816,21,2
75,81,7709,219,71,42418.35,-97152.72,-39725.91,-70740.12,-96209.97,66265.57,33043.86,-7672.3,91822,22,2
14,38,7710,202,43,45158.03,-57286.3,75111.61,-57693.05,66033.05,69399.65,41246.52,18058.74,113018,23,9
55,35,7711,206,32,-32150.07,78603.45,86261.06,47205.84,-79416.68,-59002.11,-76193.16,37481.31,111622,22,4
75,84,7712,214,50,-91509.03,-97712.19,456.14,13093.29,64931.99,72464.03,-21775.28,-3848.2,71922,20,6
55,37,7713,208,25,84964.39,-52998.33,30761.61,73659.39,10109.67,24983.54,2824.78,-14759.32,40321,22,6
75,88,7714,202,77,-57733.72,3099.17,-45384.58,26014.51,-78702.14,-51085.1,-47677.21,55508.81,50617,23,2
14,46,7715,215,77,-58649.34,-79860.11,23966.12,-4792.1,13267.7,-78164.1,94921.97,47479.44,42315,22,1
96,43,7716,216,51,-3642.75,34563.94,6573.63,-87922.06,-59048.45,7032.75,-49888.02,-7865.3,83118,21,5
75,96,7717,204,80,14212.33,-19578.21,65229.97,59366.05,18219.91,-75429.46,31755.38,-87048.82,31322,21,9
35,1,7718,204,63,-59605.42,-39517.27,-81998.13,27545.44,65357.05,26928.96,40396.87,5712.47,71822,22,6
55,49,7719,211,38,62385.74,-18081.8,53503.31,-40443.9,-55311.83,62128.36,75809.02,-17223.69,82916,22,9
96,45,7720,217,91,-49863.83,-5475.92,92014.65,59183.09,-25421.83,70586.01,92997.34,80042.31,51422,21,1
14,53,7721,203,14,82054.77,-14147.29,59704.8,99972.1,-52150.89,-64101.32,-78976.91,72363.37,81715,21,3
55,51,7722,203,18,43594.64,59213.22,35524.89,64056.15,-84160.49,-13538.77,64775.16,12693.5,42314,22,4
76,2,7723,207,40,-47105.62,-73312.42,-91471.61,65916.35,-35230.28,45729.53,90221.83,-87409.23,20914,23,4
76,3,7724,213,89,-69847.91,76964.5,-10296.56,98531.67,12886.36,16079.76,61554.92,20485.92,13018,22,8
35,8,7725,217,28,-11105.42,24321.78,45522.89,53144.62,3544.91,60296.01,24073.12,-95649.06,71014,23,7
55,55,7726,219,87,21613.52,18949.46,-52157.35,-53531.33,37140.73,56347.82,56408.49,-483.4,20816,20,2
35,9,7727,203,99,-72929.54,-37653.4,59853.74,-93495.78,76611.31,-86188.67,2619.03,65150.44,50920,22,6
55,59,7728,205,25,69951.83,47888.79,37879.33,84855.1,4013.03,5503.57,12705.59,-29018.11,31919,20,8
14,63,7729,200,92,94318.74,49811.29,-39990.5,-87343.23,-34997.52,-97036.18,-73674.3,-17241.85,123022,20,2
14,59,7730,211,63,-98409.85,75378.71,39989.03,80797.74,45470.19,-93876.16,-37910.02,95635.73,30722,22,1
76,10,7731,218,49,-5316.21,-38317.11,-85511.29,20916.2,24399.91,-83761.45,-21278.93,-24912.29,103013,23,6
96,54,7732,213,30,-50068.42,61560.58,61805.08,47198.26,-75939.16,-29797.33,92012.36,-16468.81,40313,23,2
14,67,7733,216,81,62313.24,-28835.54,-1249.35,-93656.38,-56358.95,77380.41,-80349.36,10809.96,31122,20,9
76,14,7734,202,97,-72268.11,70179.41,-6641.88,68281.56,-9125.45,-70337.94,86398.09,24521.36,92919,20,3
35,23,7735,211,29,-25601.94,78916.94,9230.85,91841.13,810.05,-4062.37,-53181.96,-51522.5,122514,23,7
14,79,7736,205,67,-19932.71,-41480.51,14952.79,-524.79,-81914.53,54695.58,-44792.84,44811.2,33014,20,5
96,72,7737,202,33,34933.48,-69848.85,-71844.13,-89298.27,-39079.5,49694.35,78090.65,-26202.26,72215,21,6
35,30,7738,220,37,-14948.32,17986.07,-67370.6,91232.36,-99979.02,29133.03,6048.02,-77395.06,101622,20,5
55,79,7739,202,98,-89266.57,-34618.48,35084.19,34457.84,-96965.39,32766.5,-36093.08,-21953.33,21314,21,8
35,32,7740,207,88,58668.04,17576.89,-80082.86,17064.58,-37868.66,-34048.54,-31033.8,-83313.58,60322,21,8
35,33,7741,206,83,47053.81,-93395.32,41226.34,79994.62,96073.62,-41199.43,-9675.68,-17989.25,90219,21,4
14,85,7742,212,79,78968.31,-25499.3,21859.68,15621.46,-6557.99,-2480.84,39067.69,41898.96,90517,20,8
55,83,7743,215,15,-22022.98,68118.33,8141.27,-61858.49,-53016.53,35827.08,38546.58,-88107.07,110817,20,3
35,36,7744,217,84,70750.22,-16034,-72451.36,9574.84,4228.48,11166.75,-95978.57,31905.76,11717,23,2
14,84,7745,201,77,42507.56,-4933.04,48063.18,47191.59,-66791.16,32745.91,-57517.8,-24651.78,70217,20,4
35,39,7746,203,80,-789.89,60877.61,-75189.28,37040.66,4004.66,67894.91,-69146.65,36945.7,81813,21,5
96,84,7747,217,78,71197.21,86394.8,-24210.48,59231.56,89315.87,20465.33,54622.47,57330.93,101220,22,8
96,88,7748,210,64,53281.42,57230.14,-29981.26,-53398.9,-37749.09,69152.29,-61907.32,-64795.36,20317,20,1
96,89,7749,209,97,7457.22,-27890.57,49904.49,29384.71,44151.43,-13062.23,-97155.01,15205.88,80122,21,5
96,91,7750,205,38,-8535.51,-27156.71,-38142.42,-76007.87,-75677.19,60988.88,-30655.29,61451.48,42514,23,2
55,96,7751,200,88,-29386.96,-18566.79,7757.74,-7970.02,-23084.94,58690.13,-61960.54,98321.91,52319,23,6
15,2,7752,203,67,-66710.35,-538.32,15148.78,-65763.59,-68496.02,-54340.68,11091.3,24673.47,111116,22,4
96,94,7753,213,92,-47242.44,-67829.23,22816.25,-86948.36,-14689.37,-26095.07,30296.82,17808.35,42819,22,5
96,96,7754,219,47,-96072.33,-88415.91,-80684.21,-63745.5,-2332.46,62440.1,76016.74,26918.58,122816,20,6
56,0,7755,207,62,-85349.77,-55498.55,50890.91,2630.67,23312.79,-89016.82,63700.37,-76335.14,30219,21,9
76,47,7756,208,63,-2534.66,76823.99,62114.5,-41137.16,-58376.05,-65844.2,61680.34,-85663.84,51919,20,8
15,3,7757,219,56,721.8,-36402.4,59003.76,40113.62,21661.94,-42844.5,79395.82,-94061.04,52019,20,5
56,4,7758,219,13,-86845.08,79595.53,65984.36,9066.68,-3051.45,-54483.6,88851.71,-46012.28,113021,20,3
15,11,7759,204,75,-88977.79,-78208.77,-62066.97,49057.58,58178.43,-61718.57,61868.67,-56144.44,42619,20,1
35,61,7760,208,38,-71953.51,-54609.25,35912.06,8248.54,22977.54,-51318.72,-79777.16,48860.43,71814,23,1
97,11,7761,213,23,-22250.93,86703.08,15684.59,69724.14,-50953.42,-77836.96,25222.93,33686.35,40618,23,6
35,67,7762,212,57,19189.93,19445.72,-73291.22,-53368.45,-25841.53,23377.73,33381.83,-56627.24,12713,22,5
15,22,7763,213,14,27957.11,69715.48,831.12,94068.3,-29538.27,-65442.4,-11629.14,-75958.66,100515,21,5
56,20,7764,209,88,92476.17,-56204.43,32814.38,-40116.18,84222.62,-5922.09,-58407.89,80122.62,31415,23,4
35,72,7765,214,50,30833.26,-64009.1,3361.1,63697.96,89703.08,37561.99,-98008.07,89302.75,111120,20,2
97,18,7766,214,50,31110.56,27534.05,92453.9,45158.86,-43578.33,-301.15,71553.89,-50821.09,22822,20,5
76,71,7767,212,31,90002.93,26048.06,-56902.23,48945.77,69298.96,50301.07,-80531.13,-45453.23,30318,22,6
76,75,7768,210,17,-86089.96,45573.78,-47154.08,61399.57,-40637.08,-84788.86,65747.74,66828.72,103019,22,9
97,23,7769,208,87,97797.03,-90847.22,-94496.35,-37033.4,25281.72,26234.56,-13343.84,50135.91,51318,23,3
15,33,7770,209,86,8022.21,92218.06,78588.17,71883.99,97557.73,-77632.29,53346.43,-96293.55,101520,22,4
76,77,7771,216,83,-43758.73,21598.11,-74881.26,-17502.1,-54419.7,-81318.78,-45750.05,-30191.2,21022,20,4
35,82,7772,211,35,93683.33,-28585.65,-88474.61,85347.13,6276.96,-89065.56,98274.56,-39666.44,103122,23,9
56,31,7773,218,59,58444.47,-50540.28,-44775.64,-54337.06,-13801.46,42763.63,24505.84,36067.52,100520,20,5
97,29,7774,212,13,92702.7,-66071.44,-55384.06,10623.44,52158.29,-77537.39,20295.78,26889.84,91913,21,6
76,76,7775,201,20,89109.73,79348.57,9519.17,72638.11,13657.3,98974.38,-55288.18,88179.97,81920,21,7
15,40,7776,210,15,-95840.36,815.84,-43847.78,-10367.37,-89932.78,-91027.28,-61930.7,-58426.57,110814,23,8
35,91,7777,214,58,-93986.73,-93131.67,12512.78,-92347.81,438.73,10192.21,-28390.65,85714.48,92317,22,9
15,44,7778,204,57,-78666.12,-37828.98,-61979.58,-23745.93,-77164.99,68226.07,38481.96,-19636.26,62018,21,4
35,96,7779,207,66,-83086.98,45662.59,22981.24,95612.3,20722.03,-64828.08,-11234.19,7268.99,101120,21,9
97,42,7780,206,19,-2617.01,-9408.18,-43559.69,74238.51,-19658.06,-88602.8,77231.54,15870.34,112021,21,6
76,98,7781,210,38,75018.9,-27878.36,98864.03,67395.64,-46697.83,-17687.51,47883.55,-2169.65,22413,23,6
77,1,7782,220,88,-79812.49,98585.7,88455.17,-77732.4,-69532.71,-28821.46,43967.76,-46666.05,30319,20,5
77,2,7783,204,18,-13320.32,-93107.57,-92324.53,-88153.3,-62291.27,-61929.25,-52708.03,-19307.03,50416,20,8
56,53,7784,210,49,33395.21,-49703.77,13737.85,14171.3,77163.31,-49683.36,-65492.38,-80114.03,21521,20,1
51,94,7785,214,67,-50048.85,-74827.4,98163.81,-6721.26,-97791.6,-77394.3,-4942.49,8036.94,120119,23,8
15,66,7786,219,49,44648.76,-32249.01,-62430.52,-91248.65,-11009.49,10080.21,10725.93,-72207.98,41315,22,4
97,59,7787,204,23,88653.67,30511.79,82166.64,-94475.96,-68686.72,47778.46,-34930.56,-60721.32,92722,22,1
97,64,7788,207,63,73277.19,15301,-42175.46,-56612.91,-59495.33,-71432.6,-28936.78,11964.55,91918,20,4
36,20,7789,212,70,45087.69,18522.03,-23944.52,-56943.07,49220.49,44621.93,-97515.85,44425.94,41917,20,9
56,70,7790,218,95,67301.57,95206.6,-64247.81,92153.22,-88094.83,-75789.22,7548.2,-72852.62,22214,22,9
97,66,7791,213,64,-99831.53,-86405.31,68166.6,-91456.4,-20785.14,19457.38,-99624.16,-68820.37,100620,20,2
97,69,7792,219,97,-97643.33,-67279.37,-53189.08,-1676.93,-59019.63,15185.26,97374.45,-15738.97,50919,20,3
77,24,7793,204,21,20146.44,75629.99,-17603.81,-60443.59,96972.42,13513.75,1897.91,74849.81,70718,21,3
77,25,7794,202,56,18664.52,93348.93,62822.06,86082.83,-99023.93,91687.15,77432.34,-90207.48,112320,21,5
77,26,7795,208,14,37785.48,43276.09,-88008.52,-66490.46,-46022.2,-96981.05,-68835.39,53567.33,41115,23,1
36,34,7796,216,33,-4758.67,94659.87,24239.55,40562.84,76195.15,-46530.48,-84754.27,12614.32,11819,23,5
56,82,7797,212,47,-22721.59,3568.39,-63823.84,66740.95,-23582.46,-12049.51,98879.81,78859.62,120118,20,2
36,37,7798,205,44,-81670.3,43600.6,46561.89,59193.09,7799.95,-7830.36,48220.64,-60185.64,12620,21,8
36,39,7799,218,99,-16132.47,-93938.25,-75157.19,-11440.11,-66689.06,19664.22,18809.96,-3195.44,101422,23,8
97,83,7800,204,60,85194.22,21244.45,40796.57,88247.07,29151.44,-94030.6,99306.06,27078.73,63018,22,9
77,36,7801,204,86,22438.8,-69862.12,-40761.73,29979.91,-62847.65,-38294.71,-84303.36,69036.57,52114,23,5
56,92,7802,213,82,-64783.98,94861.63,8373.37,-78766.66,-43250.98,88552.46,51221.39,-77614.97,122622,20,4
77,43,7803,208,97,-72589.31,86109.44,55720.52,-37075.1,76261.53,-94098.49,-34378.65,-49913.58,52813,20,6
36,47,7804,211,15,-22679.27,-54213.24,38255.14,-65264.32,-30836.05,80870.98,-60552.76,-89105.98,20513,20,8
56,98,7805,213,11,-49366.08,-17360.95,4396.75,-31854.08,-22964.49,65086.87,-2519.4,-60078.85,80413,22,4
16,3,7806,207,65,33092.94,-55799.79,-24086.33,78108.12,49129.79,32600.7,-15583.6,-28786.8,82918,23,7
16,5,7807,202,10,34601.35,-47946.44,-41813.65,-70039.69,99695.53,-27347.1,70593.44,-8755.11,90621,23,4
77,55,7808,211,38,14013.71,-65271.32,-66071.28,-12100.19,-65827.36,591.53,-92491.94,-75885.7,102522,21,2
77,61,7809,209,79,-36636.5,29310.44,-17631.37,-28713.69,-55339.08,-33847.69,96242.46,31981.33,32917,20,9
16,17,7810,210,19,-86773.59,25844.39,53289.39,-24197.55,94633.14,26272.23,-72365.33,19421.06,102819,20,9
16,19,7811,208,58,43303.31,-14261.56,24729.81,23560.12,41720.66,-20723.5,-36306.38,15657.74,72913,21,9
77,64,7812,213,83,81648.33,-839.75,-25879.5,86355.28,-40806.36,-63479.09,-31436.46,87583.04,21015,23,1
57,19,7813,201,29,-71912.13,22445.21,-97623.69,-37912.89,-94882.26,-34427.76,21266.11,-29304.83,33022,20,5
16,23,7814,201,68,3101.14,-24852.39,68760.9,41815.91,98488.53,-36.52,29337.78,45413.33,80820,20,2
16,29,7815,202,85,9827.35,-7298,36929.44,75163.14,52158.89,-93045.94,67124.86,56239.76,121819,22,2
36,78,7816,210,84,-65272.67,92861.57,77762.54,78051.46,-17814.79,-69664.44,-20026.98,-2946.29,71619,20,5
98,22,7817,214,83,-5453.38,-11358.81,-38220.86,-68491.93,-1529.83,-34552.77,81770.24,-21737.99,120720,21,1
36,80,7818,215,98,43192.45,80591.79,-11863.74,50974.18,63940.36,-24684.32,-98872.58,-5390.26,112813,21,1
57,29,7819,220,55,7815.5,25975.23,-81306.78,45005.49,66251.51,-19240.23,-32466.75,-87229.5,50317,21,5
16,34,7820,208,12,62781.05,44868.53,57655.3,16969.48,-98864.67,-41522.11,96741.19,32456.72,91019,22,8
98,23,7821,213,61,-62595.61,-73476.42,47609.96,64998.78,-43107.46,4873.78,-63873.92,-27568.48,30814,20,5
16,38,7822,211,92,60029.53,57244.31,21819.33,90704.41,-97588.12,70921.09,-90402.09,-40913.68,62113,21,2
16,42,7823,217,31,99869.82,-87730.37,38480.46,-43095,50101.93,82562.56,192.69,11069.02,61113,22,1
36,96,7824,202,94,-71693.16,-10621.62,-83026.93,-26001.88,6311.26,-28851.56,-91643.23,16954.39,82721,23,5
16,51,7825,216,20,-87692.69,-21751.8,91170.6,39667.23,8882.57,77242.13,-3384.15,91439.27,70318,23,5
37,0,7826,203,82,45825,-42683.01,-99490.26,-95823.42,42895.4,23613.13,74425.58,94079.32,110119,22,2
57,48,7827,219,97,-11682.32,23425.16,-8171.16,48497.92,-85820.11,-82531.65,-46362.3,29109.3,121617,21,9
98,46,7828,200,11,-30178.38,-84022.16,73534.02,-34285.18,-11476.03,74807.87,-69266.36,-17806.36,12414,22,7
37,5,7829,212,48,70136.82,27154.4,-92138.89,-62558.26,-33131.43,-93095.01,-40827.01,55969.35,12515,20,3
57,55,7830,204,91,-88023.32,85604.45,-13341.91,-66172.88,-77136.21,7316.32,-60035.43,-53264.86,80813,22,6
16,59,7831,213,96,-21457.22,75934.33,34811.99,7953.43,-1521.01,26527.05,-12753.54,-55058.96,92813,21,2
57,59,7832,211,69,-20296.61,-84230.42,69636.92,-50889.42,98838.2,70580.19,15091.99,-12024.19,42320,22,1
78,7,7833,216,36,55497.02,-91955.62,-77855.56,-53032.11,13987.66,91079.94,-32607.37,67592.83,13114,21,8
37,13,7834,210,66,-44979.39,10394.68,85536.82,-48702.39,-94764.58,68027.4,70929.38,53442.71,82319,21,2
98,58,7835,204,79,-15827.84,45153.38,71916.08,89236.56,-81637.73,91527.81,-48654.5,2082.5,51220,21,9
57,69,7836,205,63,-63906.36,-42038.5,-4274.64,-2977.09,94758.32,-96646.93,29267.2,3686.81,20917,23,3
98,68,7837,208,35,-38475.63,75216.9,-78347.14,-99425.74,55302.28,82085.96,20709.41,-68331.62,52220,20,5
16,77,7838,205,77,55710.03,-18757.1,-88772.29,-18444.46,90271.43,84008.48,-65072.64,93240.73,100822,20,3
98,69,7839,218,31,-49891.38,-21165.86,-80270.99,47029.24,17505.31,-37874.13,-23263.28,-72504.37,42121,23,1
78,23,7840,202,25,-30880.82,12998.24,-83286.21,-59202.81,27056.13,4394.23,-86050.22,-50319.43,30316,20,3
37,26,7841,200,38,-47992.87,-94323.73,42030.02,-38486.13,518.49,81685.89,-1504.13,77200.68,31820,21,8
98,77,7842,217,52,42418.54,-55747.63,42870.85,27273.77,17928.6,27972.43,14504.44,17827.16,11219,23,3
78,37,7843,207,22,62628.96,21940.84,-57849.41,-42014.1,89834.31,-70354.85,12049.21,-83621.98,71314,22,5
78,38,7844,216,77,-5103.35,45375.72,2224.9,-5444.17,-105.59,13859.55,6654.81,83838.03,53022,23,4
98,88,7845,209,10,22729.68,99461.7,-69950.34,80821.17,20813.38,-14246.78,29896.58,-29904.57,111919,22,5
16,96,7846,219,65,78752.08,92255.8,81281.95,-25555.46,14862.88,45592.84,62291.25,-15370.25,103118,21,6
78,40,7847,205,12,-45094.09,30538.7,60872.44,-64036.53,-29609.2,-62894.16,-25145.55,85870.16,30618,23,6
57,96,7848,220,91,-39659.37,-19963.2,-84855.16,-32808.13,-22585.8,66224.77,-12634.65,47159.8,90922,21,2
17,4,7849,208,65,33709.62,-7433.67,43032.96,-93242.5,21821.94,93196.36,-14919.72,-93088.58,111620,21,8
58,3,7850,208,52,49942.18,-43507.02,67107.61,3452.92,36932.63,-69059.03,-41857.59,4210.98,60417,21,5
99,5,7851,201,32,49894.93,21044.91,92499.32,86284.2,70384.97,17489.09,17998.4,74494.33,80915,22,5
58,10,7852,205,54,37926.86,-89633.3,50918.28,-14708.01,71651.48,-99167.2,24696.17,74798.84,30720,23,3
78,59,7853,209,99,60800.53,17281.85,91868.13,28388.22,-51278.09,-69766.68,14710.5,-57162.64,82113,22,5
99,13,7854,217,78,87813.6,61329.35,65555.62,-95742.77,71213.19,69925,53986.07,31014.75,53119,20,9
78,68,7855,200,58,79126.98,-34418.87,-5298.91,-67957.94,-7535.05,89852.55,2592.89,-45266.42,71815,23,8
17,25,7856,217,60,10462.96,85405.29,-62349.03,39098.63,-42182.66,10073.04,-35768.94,-78662.44,51717,20,1
17,26,7857,201,39,-19418.11,-50345.08,73595.16,-32035.98,9662.76,59113.3,-85736.41,2146.85,72713,21,2
58,22,7858,202,95,-27682.38,-43638.44,34522.09,-69864.57,-8986.45,-46765.97,-9250.49,-82868.96,82015,23,4
78,73,7859,200,89,-56546.29,25925.35,-97467.12,46034.79,-93754.48,-45285.14,76114.94,-34309.34,120917,23,3
58,27,7860,214,23,-4692.96,3272.09,52998.27,-69809.99,40842.63,33306.76,-32964.36,58055.18,12322,22,7
99,26,7861,218,21,12918.14,22169.63,78841.48,-10020.9,-74228.79,86522.04,14183.4,15634.02,90819,23,9
17,36,7862,201,54,47973.6,75722.74,70827.16,63073.21,-44172.76,42852.78,-87000.77,44451.33,33120,20,5
58,33,7863,219,60,56326.68,-9732.28,-50486.07,-60398.38,60200.2,-36916.11,81315.25,-31563.05,31719,23,9
78,82,7864,200,85,-86767.17,83122.62,-22684.39,-58109.39,84687.56,93156.33,-95884.18,29979.79,10815,20,4
58,37,7865,207,21,-78637.5,-49090.98,-89231.89,-93644.64,-96461.94,-20556.83,79173.31,21263.2,71921,20,2
37,90,7866,219,51,85271.24,-98678.28,-17655.58,-18257.38,54707.64,-58877.54,27827.44,-34466.27,71620,20,9
37,91,7867,217,61,-64199.3,91471.62,8831.28,-70253.09,-39248.48,76212.52,-74237.94,-97379.39,62816,20,4
78,87,7868,212,39,-67489.13,20090.83,-84889.84,-55456.47,-74545.8,59627.26,-36467.73,-33766.6,82622,23,5
78,88,7869,216,74,-74681.98,-77179.44,44143.76,32237.92,-29981.2,17062.72,34734.64,-88151.04,53116,23,8
17,45,7870,219,96,29902.5,54248.57,31455.28,27705.19,75864.4,19238.48,25132.07,61950.46,60316,20,5
99,40,7871,205,66,-5369.53,23897.47,88730.07,53622.01,-78233.85,-62185.71,12287.37,-58749.48,51622,23,4
58,45,7872,217,35,31034.13,6712.9,-65029.9,69141.2,36434.98,-31352.22,38898.69,45938.79,92219,22,4
17,49,7873,200,54,-16135.42,-47984.79,23487.81,89995.71,33420.53,45164.99,37526.15,-82790.14,101314,23,7
99,41,7874,209,69,71628.33,62948.42,16012.56,-24914.86,-13545.24,-43136.62,-4610.87,26655.07,31216,20,7
58,48,7875,208,41,76461.64,61313.97,12596.74,-21677.27,-92506.65,-83597.96,96904.79,-84110.35,30417,23,9
78,97,7876,206,56,61227.85,-79205.28,-26304.33,13066.14,73447.66,42267.1,74212.66,-39911.97,70418,22,9
99,46,7877,213,14,51858.11,89767.53,-48305.98,42460.6,45351.14,-43507.89,-29172.33,-30163.64,31617,23,1
99,47,7878,214,57,-30074.87,-83957.26,40882.67,62253.6,8280.67,-54685.59,6100.95,74498.48,60520,20,3
17,55,7879,213,48,99299.27,-60427.87,18250.31,-14485.65,15367.47,-62148.24,-75146.87,-8521.75,73119,23,5
99,49,7880,209,72,-87406.18,-17497.65,91376.43,-33240.32,-92075.35,-14270.21,16283.34,-26169.63,111813,20,1
38,5,7881,202,49,90561.24,88848.92,40053.83,-84178.16,64662.71,-2886.31,7839.88,70303.5,121318,21,3
17,56,7882,206,53,-41709.08,-30760.63,-56288.31,46614.95,87211.52,-14655.88,-42848.89,-35924.19,52120,22,8
38,10,7883,210,69,65281.3,38555.08,-30716.65,-31110.48,30901,-14175.19,-66069.6,79062.9,101316,23,9
58,59,7884,213,64,-29176.93,-10433.58,26841.79,54590.29,79096.83,-95260.31,21155.72,-61722.66,10414,22,5
38,11,7885,218,76,-48822.65,69337.09,56841.62,20561.39,-61663.41,-73860.4,-80752.93,38056.5,122014,22,5
58,60,7886,216,40,44077.06,-99151.88,60928.97,61880.28,76774.9,-22684.97,43862.67,-97647.24,82520,21,1
17,66,7887,217,55,-239.09,35921.27,-67562.04,67035.26,-24182.07,26880.23,50061.52,48692.55,70518,21,3
38,14,7888,210,45,-85760.9,7889.08,-44814.51,38257.88,-74445.88,15014.68,86788.13,29357.77,62514,21,3
