APROPTN-CDE,MAJ-CLS,OBJ-CLSFCTN-CDE,FY-ACCTG,ACCT-TYP-CDE,MULTI-ELMT-CDE,OK-TO-PROC-CDE,APRTNMTS-CUR-DTL,ALTMT-CUR,APRTNMT-TYP,ALTMT-TYP,PRD-CDE,APRTNMTS-1ST-ACCTG-PRD,APRTNMTS-2ND-ACCTG-PRD,APRTNMTS-3RD-ACCTG-PRD,APRTNMTS-4TH-ACCTG-PRD
12,66,11,79,8,3,1,17927.83,-26798.89,6,2,5,42815.4,-22833.46,-41970.12,48135.43
79,94,83,74,4,2,9,-65194.93,54214.77,1,5,7,70448.74,-97959.56,-15065.47,8665.14
72,64,49,39,7,1,1,-60114.34,38900.25,5,5,7,-62779,75681.36,55256.78,25896.48
82,91,22,53,9,9,5,-58611.9,-29701.28,7,2,8,92106.16,-59247.12,-90552.24,89712.8
25,13,24,90,4,1,6,19735.38,83041.97,7,8,7,-37225.12,32291.28,33636.14,-77046.67
91,79,69,10,1,5,7,3585.85,80650.5,8,3,5,33140.85,-22938.59,-86470.72,93939.64
94,83,92,71,7,6,9,-43556.45,20003.49,7,1,4,17924.96,-51809.4,42026.34,98717.75
32,13,34,90,7,7,3,51940.16,4002.27,5,4,2,67552.19,-8267.79,5322.4,99526.08
60,97,96,36,6,9,4,41530.44,74443.58,4,2,8,-42998.55,10275.3,92711.55,47644.11
96,80,52,66,6,3,2,70746.11,73592.96,2,1,9,-57922.08,86979.85,92890.96,68519.29
45,10,41,70,9,4,6,-12177.88,73105.69,8,4,1,96810.57,-86227.01,-44268.53,-5639.35
73,75,77,45,8,2,3,-46574,-37342.81,9,8,1,47068.12,-61857.93,54789.8,-52394.02
21,35,80,31,1,6,9,-20245.09,-93545.02,1,4,4,-45761.08,89543.74,-50831.15,-28903.04
40,56,63,15,7,3,3,53614.11,-62425.28,1,3,4,-92909.39,-98793.2,13997.28,96803.16
37,55,65,72,4,9,2,-49201.04,-95171.28,4,2,4,71793.43,-43592.3,34062.12,67014.74
51,19,15,61,5,3,9,48238.33,35496.06,4,6,4,40762.65,11918.97,-89463.25,97521.64
66,93,79,90,4,2,2,-55024.52,-40709.69,4,5,5,-80741.67,-53667.32,-34925.11,-52207.02
77,62,93,99,2,9,9,-21839.16,-57180.92,4,6,3,32215.17,-1202.64,-85840.8,35105.24
44,23,67,21,5,2,8,-72614.89,52271.71,5,8,6,79688.42,17734.71,-92242.1,-56337.69
12,92,84,34,6,9,5,69370.72,-53990.17,3,9,9,-97328.52,17382.6,-50779.47,-84840.25
91,85,94,85,9,8,8,89832.64,-3334.05,6,5,3,-39477.56,36257.35,33979.59,-68091.82
26,42,69,20,4,5,4,50395.4,-1248.73,9,7,1,-41273.21,-32193.02,-32792.62,70577.76
57,21,70,15,6,8,2,-2534.5,3790.36,3,1,2,-66943.48,64250.94,18194.67,-98724.46
49,33,20,82,3,4,5,70059.29,-51065.81,1,7,2,-76260.68,39006.55,-50657.18,8465.21
32,29,23,94,8,2,8,-48940.01,-60271.35,2,2,8,20629.03,49785.18,-50948.13,-60395.08
20,86,14,74,2,5,3,-95488.64,37539.03,2,5,5,9099.09,-52270.85,10584.57,-29463.18
49,98,87,59,7,8,8,23135.53,95185.72,8,6,6,-96841.94,56390.9,-74595.09,77319.85
18,56,63,77,7,3,8,86688.82,-81623.76,5,5,3,-73187.99,-48849.81,-36003,-7202.06
84,13,58,75,5,8,4,44826,-50919.59,6,5,5,-2981.72,25846.06,-73811.18,51682.44
70,88,73,65,8,8,7,1247.23,66126.34,3,7,7,-25680.44,93245.53,44671.72,-66460.29
77,15,31,28,2,4,4,-3072.12,8921.2,5,2,4,91289.19,-18743.99,-13349.57,-24176.62
64,62,92,27,5,7,3,-85160.15,9686.98,7,2,3,94735.8,-19766.71,-19279.18,93426.64
85,11,40,82,3,4,9,-42500.59,-65858.72,4,1,8,-46240.91,93016.17,-22907.21,80394.24
79,30,56,29,7,3,6,89129.21,-13187.47,3,2,4,47440.86,-95325.18,64411.96,78261.3
99,53,11,60,7,9,7,-50363.55,-91526.35,8,3,7,-30688.16,-75195.93,37048.54,92593.43
88,55,50,47,5,6,3,21149.32,70135.58,4,6,7,32997.37,53354.39,-70859.34,95396.01
90,72,14,34,4,7,4,-75617.4,12773.29,7,2,4,84251.82,78424.15,76350.4,-57930.2
36,60,44,60,7,3,8,34258.33,-62886.18,7,9,8,-46191,-1976.3,17481.42,-63569.07
46,20,15,84,3,4,2,-76172.71,59962.8,4,4,3,53829.53,-28287.53,86075.95,-11566.69
50,14,86,54,2,8,1,10750.27,-52069.94,8,8,3,81768.21,25302.58,55959.9,57581.45
77,11,47,49,7,2,1,94367.73,14371.71,3,1,6,-74726.55,-89886.41,55470.99,41378.63
89,99,93,85,8,1,7,87843.43,-52511.53,3,3,6,20559.69,92849.57,-88228.72,-54828.69
63,49,11,57,9,1,1,-12093.17,24848.27,6,2,4,38018.8,67804.28,-96459.82,31485.87
64,38,22,78,9,7,4,-62.52,18671.42,6,3,5,-96144.44,17674.45,58730.6,38629.5
73,59,32,91,6,1,4,-62715.15,-54525.5,4,1,8,-20461.19,65016.04,-29580.85,63255.73
55,95,55,61,1,4,2,-98719.99,54091.69,5,3,9,-59533.62,-53900.46,13571.94,-54660.99
21,83,31,10,7,4,3,31747.91,34783.08,8,4,7,-89191.85,65912.71,-34309.15,-27699.37
39,87,66,79,4,2,7,76805.75,-48099.89,9,2,5,-96637.2,-90360.87,-71375.17,59747.98
58,95,35,70,7,3,5,-67307.1,-15603.27,7,4,9,-78705.47,-24271.48,-61471.92,-7791.76
64,33,94,41,4,7,9,-97712.3,-89035.65,5,1,2,20525.02,-23221.65,14244.81,-99923.84
83,70,57,94,2,5,9,55728.23,-88473.06,9,5,8,-57164.72,-26656.31,-3726.99,-5893.76
92,57,68,71,4,9,3,-12545.91,-40633.1,2,8,8,39568.29,45237.31,-17668.14,70279.68
68,81,25,17,6,9,5,-1222.48,-268.57,8,6,1,43442.54,-50658.03,69482.33,44589.96
47,92,93,94,5,3,3,-47768.69,53861.36,8,8,5,-41102.97,-61240.56,20445,87582.29
91,85,60,50,6,5,8,-79634.92,-10210.61,1,2,1,67161.96,-8650.77,59319.99,41774.95
98,23,44,19,2,3,1,-74289.61,37455.81,5,5,5,-48530.75,-23756.33,-5369.56,-59683.63
24,95,32,30,9,8,3,-55831.92,-94216.91,1,9,6,5084.95,-70791.73,-11924.99,44423.74
98,30,13,85,6,1,3,-20718.83,-87216.08,5,3,3,-78880.9,10071.86,-42485.01,-47769.25
98,69,10,77,9,3,4,-83924.94,-43777.96,6,3,4,-62522.84,-46972.96,-87501.83,71045.85
75,24,42,67,1,3,7,67436.52,-36798.89,3,6,4,-91267.5,-30045.67,73069.08,62941.82
16,79,49,25,2,4,9,-59152.58,-15067.25,4,7,5,76813.01,-96335.13,76854.38,-41367.22
17,21,40,56,2,7,4,75468.16,10269.22,4,9,6,-97614.49,-30457.03,-35221.87,57142.06
29,12,62,67,1,9,2,82688.63,18566.38,5,9,3,54068.47,-66872.85,-73969.34,97765.53
98,35,15,38,2,4,2,-75597.84,6778.22,6,3,5,-99633.11,1542.23,72253.51,15715.95
83,93,56,64,9,2,5,97704.24,29583.16,3,4,1,61592.91,96321.38,61555.54,-14541
87,12,59,77,3,2,6,17244.76,-89798.08,5,6,1,56183.94,-60535.15,13599.34,4141.09
23,96,39,69,3,5,2,-21399.78,31608.84,1,7,8,-22035.27,74855.43,-2496.13,53370.19
85,87,39,80,9,6,1,-52879.76,-57997.06,1,9,1,-42042.43,27112.4,-5882.92,12239.79
45,21,44,40,1,2,3,-99725.47,-80962.87,8,1,9,-65072.25,-45151.78,41912.94,-53833.76
42,41,83,33,2,1,1,51274.21,37521.83,1,6,8,6941.82,43883.17,70153.86,92817.69
56,69,27,38,5,3,7,72900.16,-33351.04,9,5,3,79936.1,14183.66,38489.27,-21508.66
29,10,92,30,3,1,7,-25289.94,25689.47,8,8,5,57848.87,-71387.36,-66663.19,54041.2
77,82,47,94,5,7,9,34499.84,47034.77,3,1,8,44073.78,-3557.31,-38519.86,58420.63
80,46,66,26,9,7,2,-10319.4,78283.11,5,5,3,-37241.23,-43217.23,-85433.67,-872.7
51,36,78,46,3,9,6,96266.38,-27406.26,8,4,5,91795.44,-86115.55,-57722.9,14474.75
49,11,77,63,2,2,6,-96135.75,-15352.65,3,7,8,16890.21,51902.09,85805.6,-85228.26
20,85,34,40,5,6,6,82164.59,57183.46,5,1,9,9168.91,75291.89,78171.04,-79345.06
80,84,42,36,6,6,2,9547.22,76847.91,8,2,2,-58281.78,-82999.79,-1970.06,41233.51
98,89,52,96,4,6,6,39023.13,35683.62,9,7,3,-8391.52,-79681.47,-6501.79,6347.6
39,29,47,92,6,2,3,-14101.48,-92386.93,2,7,8,-26971.05,-25619.77,4019.69,-83380.74
65,24,26,29,2,6,8,57244.74,-16774.53,3,4,1,-63334.76,-59004.66,24544.2,-52502.72
92,87,87,98,2,3,8,4251.57,73091.21,8,5,2,78107.29,53844.46,-3524.63,-63379.09
79,79,63,40,3,8,2,61324.9,76407.95,1,3,1,-97857.73,-84448.48,30436.76,42390.31
64,56,10,54,9,8,4,73390.16,8736.1,2,4,3,-71959.63,-95073.14,-10053.74,-66400.52
18,11,85,91,1,2,3,-92944.31,16603.63,1,4,5,38416.86,-25912.77,82982.84,29642.83
27,15,18,67,9,4,2,-66754.85,60529.57,3,7,7,65746.55,9171.17,68504.06,-17224.64
11,67,33,30,2,3,2,79427.29,-57468.77,5,2,1,-76109.4,-67001.64,-57802.13,31955.62
62,67,67,63,9,2,2,16890.89,-9486.95,7,7,7,21929.35,-23303.01,-52121.49,24456.01
45,64,73,14,4,2,9,-429.91,-37416.55,1,1,8,-60397.26,35050.6,71751.54,74913.74
92,45,93,77,8,2,3,89795.89,82705.57,7,1,2,83518.87,-16666.52,-58298.81,71291.54
48,62,43,81,6,9,2,24171.12,-24524.38,8,5,4,16398.61,65530.86,74727.01,-72610.66
91,14,32,83,4,3,1,-70946.76,-68911.41,2,3,6,-40473.26,41120.42,-29788.05,96796.56
62,23,30,28,6,2,5,30778.47,-82124.38,4,4,1,-22432.91,-32217.65,36676.76,13645.58
46,85,75,49,5,1,2,10810.89,-18483.28,6,8,4,42652.81,-24150.2,-75044.98,72822.22
59,26,58,12,1,5,1,-62391.7,-75364.68,1,1,9,45452.84,-16676.64,-35014.38,-95167.25
76,26,88,42,8,2,1,65529.29,74498.64,4,2,9,76419,7822.26,-8136.84,40436.47
92,52,13,51,6,1,9,-66203.68,44606.19,9,4,2,38788.03,11980.72,-82903.48,33853.97
66,57,28,19,7,1,2,-24622.5,-95043.77,9,2,5,24510.23,-76621.2,-27635,20623.82
80,10,61,26,9,9,2,71874.26,21178.81,2,8,5,-46055.35,67379.23,27064.73,-78729.95
70,54,95,47,9,2,9,-30085.76,-51360.08,5,5,2,98920.62,74244.78,-94858.42,-77037.25
46,87,98,25,6,2,4,-78349.74,-44654.03,5,3,8,73234.01,-8119.19,-69648.12,35832.18
51,49,17,86,4,9,7,-77498.16,46755.17,2,7,3,50644.03,-7986.76,-8204.9,77982.15
43,73,62,77,2,4,6,66412.01,-59249.54,8,8,1,18604.69,-96897.38,-62858.87,-29914.99
20,85,89,78,3,7,5,-6994.26,-15901.22,3,8,1,72418.85,-99956.63,52798.51,20435.31
22,53,19,71,1,6,1,-78205.24,-77580.61,1,2,7,-28359.45,-58555.88,68825.09,-9484.51
88,88,80,87,2,5,8,-65429.99,36566.78,1,4,7,-42404.97,-8875.89,26919.26,-72276.55
55,75,80,55,5,1,8,-95225.65,-20867.78,7,7,1,-35409.85,-82974.17,-32501.19,-74220.53
60,51,62,66,4,8,5,8664.68,37230.63,7,8,6,-79170.67,-63789.94,75050.34,-63946.12
80,24,71,57,4,8,4,-29666.95,-33895.45,1,7,3,93311.77,-42186.41,29565.85,29298.76
57,45,80,96,8,5,5,86505.38,14538.54,6,6,1,-35046.83,67280.71,-68075.34,-83062.85
52,34,51,20,2,4,2,-98970.09,49273.58,3,3,3,-2566.69,69357.57,43939.07,-65289.79
75,98,64,12,1,5,2,20376.16,783.07,1,2,8,-81094.02,-16367.56,-18412.06,-32155.94
56,45,72,93,5,2,1,-46456.96,-43524.25,3,8,7,80396.61,74578.24,80032.62,-30826.78
74,26,76,63,1,2,9,-74597.23,-66678.2,8,3,7,-40008.54,31209.12,-67939.12,43570.53
55,11,18,71,1,1,1,-80122.79,90181.59,7,9,6,55177.31,-20318.08,-42676.04,-42940.13
24,94,20,43,6,9,9,81904.92,96424.72,7,3,1,-15565.87,73319.42,37564.28,50132.88
84,85,30,80,5,1,9,-77974.99,12731.02,6,5,1,53242.59,-13188.37,-26841.27,8759.27
29,58,58,70,5,9,8,23407.55,-34045.75,1,8,7,46670.26,-98979.07,41511.1,55254.52
38,66,89,36,9,9,9,23132.73,-9101.09,1,9,8,-86760.95,21076.47,-35978.93,-86887.43
71,39,52,59,8,8,2,-18977.11,58880.99,7,8,3,63727.05,-68880.17,-70260.35,67405.04
31,66,99,22,3,9,7,55209.94,76231.58,8,6,5,-46920.7,30460.75,74246.64,-11618.7
56,51,49,14,4,2,3,-29524.7,69322.47,3,8,8,26528.43,-57500.62,-24379.06,75291.69
10,94,30,60,1,7,8,-43706.89,81945.09,5,4,8,38495.79,-65981.53,-6214.49,-57284.98
69,67,71,91,4,3,5,52782.51,-75573.48,8,7,9,89787.5,-38868.24,2759.29,-62853.99
71,82,75,81,1,8,4,29662.31,59738.76,8,5,3,83825.05,84571.63,-20283.49,-23803.07
77,21,74,85,2,5,6,-25367.35,4479.11,9,5,8,25753.84,86277.66,-83432.56,49279.27
26,16,13,33,5,4,3,-78161.14,52164.77,3,3,1,-31694.77,-30088.48,-64652.41,-6074.92
46,85,31,22,5,6,5,-7429.71,-70070.57,8,2,4,-93227.99,-2944.07,30992.61,-1681.88
20,90,60,43,9,3,1,-57931.72,-86653.41,1,5,1,42997.32,-10715.74,54315.71,6823.17
24,26,50,30,4,5,7,-92637.69,48223.57,4,8,6,37217.94,-78753.26,78054.4,-87806.84
78,22,82,56,3,1,6,-95761.87,-2111.67,1,2,5,16898.71,54604.73,8607.62,95437.48
32,33,71,76,2,7,8,-21446.29,-52258.03,6,4,1,-72223.81,18276.02,58680.22,-41369.27
46,37,25,18,8,6,7,37200.9,-50846.25,5,2,4,-78448.94,-90926.28,-3458.97,-64938.17
13,60,24,51,2,8,6,61960.08,28093.6,1,3,9,-66104,7421.18,49633.21,88764.93
97,34,68,43,4,7,2,-3539.96,-36965.75,4,2,8,-31776,-84112.39,-22332.6,-15723.99
92,26,13,11,8,6,2,83258.04,-78904.3,9,9,4,-72943.97,60083.79,-19455.15,-93825.79
82,35,50,63,8,2,1,-37908.99,-2336.12,8,3,7,-62454.65,-4635.23,94423.09,-67961.46
12,93,68,13,3,2,1,-48145.51,-64738.51,4,3,1,-27845.47,55690.74,-44956.68,-1048.23
78,24,58,62,4,1,8,89806.5,34526.75,7,2,8,-83513.49,-26811.03,96135.24,-68581.88
27,74,20,54,3,1,1,29850.42,-28190.72,1,4,9,87389.98,16380.82,-32910.03,15763.14
28,12,46,12,7,8,7,40597.17,488.63,8,7,3,21868.67,-17703.24,59358.09,-47288.35
53,76,82,38,9,1,3,36101.39,21996.12,9,6,1,-90624.28,5176,-37734.08,-13434.45
98,82,66,69,4,7,5,-97390.84,-57987.4,3,3,1,-72095.56,32696.65,-43911.43,70086.85
30,66,85,56,9,3,5,36357.87,99277.3,1,8,1,56996.52,13786.69,-46801.44,72187.81
13,47,49,34,9,5,5,-15942.02,89531.37,1,3,4,8435.52,-39698.98,-27550.53,-91493.84
32,10,13,15,8,5,5,-11045.35,17800.96,1,9,3,-58533.61,-75357.7,67968.61,-24120.89
26,65,10,76,1,5,1,54275.02,-18783.21,4,1,8,-59395.06,31597.19,-19653.84,-71250.01
35,35,30,89,6,5,6,11699.35,85498.1,3,1,1,30176.48,47200.27,-54950.78,63213.5
60,71,40,67,7,1,9,-1780.66,95500.21,8,2,1,-50516.67,-6909.12,35292.16,-89432.86
42,60,68,97,7,6,7,-28253.5,48736.12,1,4,3,34437.66,8736.86,64018.4,20919.61
40,26,68,45,2,9,3,19753.88,42388.19,1,2,2,19085.52,20102.21,42300.31,-23704.95
44,94,71,91,2,7,9,53031.63,-89492.21,3,5,9,44873.63,-79185.19,346.09,-96350.18
31,30,59,43,2,3,8,64309.44,-30260.12,2,9,5,98841.54,-44087.26,-72329.62,-407.02
84,30,85,80,9,9,2,-6884.53,-37329.33,9,3,3,-28593.11,-31557.41,-71553.13,-19641.35
50,79,61,14,8,8,5,-42290.28,-96271.74,5,2,6,39894.72,-3679.32,58859.15,-33840.11
81,64,54,48,7,2,6,77670.62,-85971.78,3,4,2,-10105.61,49440.05,-79553.57,60917.08
40,99,50,59,6,5,1,76720.61,22894.88,6,7,2,-33197.62,7312.08,-75030.54,-62592.42
74,79,75,47,7,6,4,-98376.23,-10597.91,2,2,8,29855.44,33516.6,81623.66,-9409.33
35,84,59,86,5,1,1,1912.98,66790.14,2,5,9,-55249.26,-26664.02,99579.65,12020.42
61,70,98,69,3,4,9,-45872.3,87514.7,8,6,3,4625.51,-89457.96,13431.73,-63861.18
47,81,76,71,3,1,1,38417.42,4679.59,9,2,2,92741.63,28676.04,49327.77,8557.98
59,50,12,54,7,9,4,78963.22,55948.02,3,8,8,82448.76,43713.27,28816.11,58693.24
22,61,99,80,5,1,3,-55634.43,47381.84,2,3,3,50973.96,47088.11,-19505.92,-29087.4
70,75,24,12,4,4,6,-30809.55,-41660.76,8,7,1,90973.27,66668.97,-45276.55,30406.51
32,63,61,54,1,3,2,-68613.67,-70768.23,3,2,1,90335.59,24345.98,-91608.65,-40797.75
43,12,43,11,7,6,5,-18957.17,-84232.08,1,6,2,-67119.66,82130.81,-9841.42,98115.46
54,33,14,63,5,2,9,77988.17,48042.85,1,2,8,20327.07,28975.72,-52612.61,59037.66
64,84,57,11,8,5,8,-2746.94,75721.99,2,2,2,-90540.65,91113.04,-39263.35,-21792.96
76,18,94,42,8,9,7,12633.68,16636.91,8,5,6,22806.99,-96789.62,-54937.96,31680.23
92,34,18,96,2,8,5,-43266.59,35542.68,2,2,8,27857.21,88608.07,-70388.87,1508.67
30,28,82,15,3,7,2,98261.31,33736.32,6,6,3,-61541.51,-15593.54,-83560.01,50400.24
98,66,60,93,7,5,2,22000.56,19660.36,8,4,6,-70034.74,-60972.95,47817.97,-58232.51
75,47,28,39,3,2,3,79197.47,-87130.68,3,7,6,-26037.85,65642.15,-2621.22,-12001.77
30,32,31,66,6,2,3,-95411.98,91297.46,6,3,6,-68958.89,75128.37,-23836.38,4540.35
14,59,32,67,9,3,8,-27545.5,-37747.05,6,2,4,74681.57,88041.37,65368.12,-91731.2
59,13,68,29,2,3,2,43580.26,-40824.95,6,4,4,-81532.22,-32860.65,-57868.1,-94589.47
66,42,25,96,7,8,3,-89121.47,67524.87,4,4,7,98236.98,-59773.55,-97380.03,90552.89
34,61,72,50,8,2,6,-57408.89,28043.53,4,6,7,-29649.63,22607.81,-33349.97,51629.81
60,51,13,58,3,3,5,-82302.46,72232.58,7,3,4,48105.25,-72074.51,-37585.13,76067.49
34,42,68,75,8,6,3,-59043.11,-28876.3,7,2,6,98310.52,75835.49,27481.39,47591.44
85,50,50,77,8,5,7,24491.58,-13575.87,4,3,4,23657.82,18204.73,-53322.08,-70676.58
20,24,75,58,7,3,5,94051.46,-44863.82,6,6,8,-18679.88,17635.54,-90532.44,33747.12
18,32,73,43,6,7,8,-77843.21,-92865.95,4,9,8,-52506.79,16467.24,-33144.41,1220.35
26,44,67,60,1,5,4,21066.68,40545.03,8,6,6,15151.52,67751.6,-38351.96,53794.74
59,61,28,66,5,8,7,-14616.7,-64284.83,8,6,3,51846.17,-6824.2,-53055.92,-61152.56
37,80,38,73,9,4,4,26428.49,89238.04,6,8,8,95726.51,80965.65,34910.72,-17926.36
18,30,52,37,3,7,2,-32791.76,50615.52,3,1,7,38726.01,92107.74,-99642.86,11022.01
86,31,16,36,4,4,4,-95024.05,-9869.77,8,6,9,-70321.9,61754.03,-12399.87,-63541
98,45,34,99,9,2,1,-93606.31,27615.81,7,5,8,10764.65,-56818.46,-46188.47,-96143.34
80,45,16,64,9,4,1,-69109.12,14454.7,9,9,6,-85049.54,94830.7,1767.26,-25136.08
88,23,40,64,2,1,2,41961.95,80551.56,8,3,2,-24014.75,71710.81,-43499.64,-70938.47
44,22,94,39,3,1,7,11499.73,86271.51,6,4,2,68701.57,-28638.29,2695.15,-4412.91
69,55,54,61,6,2,1,62965.27,91550.33,2,3,6,-2472.82,42769.99,-23967.29,75637.87
72,48,54,89,4,7,8,-98609.93,14845.67,2,8,6,-48752.78,94569.12,91156.74,-32430.8
84,42,84,18,3,1,9,32736.03,-16019.72,6,4,2,-98590.32,-94364.23,-42389.09,-26619.57
73,18,68,49,9,8,3,-67653.7,18500.94,6,7,4,-94806.33,15163.58,21045.37,65537.85
86,78,24,69,2,9,5,31854.42,-99357.51,2,2,9,31876.1,76653.06,-62238.73,-86523.53
33,65,34,81,3,3,1,-3212.17,-94172.85,4,4,1,39230.47,-52703.99,71351.72,-75157.83
15,41,65,46,7,5,3,48876.08,6212.71,9,4,5,-88692.68,62349.2,-34643.51,91532.87
87,94,64,42,9,1,7,87196.41,2034.23,1,8,8,73908.02,-37760.73,2218.17,-77767.14
65,54,26,67,4,3,9,17850.19,-97421.77,5,9,3,65358.07,24799.95,-72008.33,96032.3
37,29,59,48,5,7,7,-60460.17,58267.27,8,4,2,-22315.01,12018.48,-56697.3,-31099.82
53,62,41,85,9,9,1,758.86,72633.12,3,3,1,-53799.85,90279.26,85719.01,18468.01
17,89,17,84,7,7,2,91663.61,79339.13,2,6,7,-27191.67,-66756.92,48997.39,-94244.91
94,13,72,29,8,1,7,61463.2,43332.43,1,8,3,17424.56,13862.91,-19051.85,-67846.05
91,11,12,46,1,2,4,-67425.4,-762.5,7,7,7,-46333.38,48506.31,-27022.34,-20015.44
22,84,20,48,5,7,7,-9219.48,77199.02,3,4,2,19825.36,61734.13,-69975.35,51653.8
33,92,29,59,4,4,6,-17723.09,95468.71,7,7,8,46219.89,-59261.83,48335.74,-84342.45
11,41,52,94,6,7,4,-23853.94,1644.02,2,5,6,-42611.69,99176.41,37649.13,-91425.51
78,56,21,86,1,6,6,84322.77,60130.25,8,8,3,51881.24,-59881.96,32248.41,-77665.58
36,20,39,57,6,4,3,27776.37,-21087.18,6,6,6,-13120.78,-98639.68,85448.83,-52938.91
60,45,78,66,2,6,5,-90594.36,-45852.21,3,6,4,-50522.71,-54711.04,90970.64,37603.96
71,38,43,60,3,3,3,-35293.08,37209.95,6,3,8,-18192.03,16088.04,9008.49,90426.75
52,68,76,89,6,5,7,-3198.95,-10278.94,4,2,6,-37454.32,-40615.37,-73381.51,-10366.93
57,88,41,69,3,3,9,-61670.86,-59042.6,8,4,1,97683.77,28122.84,90303.96,-76965.81
68,80,66,20,2,7,7,-21686.53,90172.91,6,1,5,56304.71,17629.1,41094.65,46640.98
30,73,46,93,6,9,7,93431.51,26776.02,1,4,1,65084.67,-50283.06,-20249.73,3936.11
20,49,29,57,9,7,3,24242.25,93701.03,5,3,9,-88759.27,-53717.07,-19506.4,26472.36
43,63,17,67,8,7,4,-44478.27,43108.12,1,8,8,21752.1,17590.94,-59830.93,-28752.29
30,65,71,21,9,3,2,83214.12,16820.62,9,3,1,-20436.88,-39143.72,-65231.88,69625.33
62,19,82,58,3,4,5,-45691.81,88385.86,8,7,4,-66148.89,-42274.99,20511.22,71030.51
22,85,85,78,5,2,3,-76785.71,-68265.14,7,9,3,-61004.07,-33630.22,78699.39,19805.11
75,11,65,17,1,5,4,-22888.97,90395.98,1,7,7,-76622.98,75599.49,20400.04,-8745.88
